Layer,公司数,平均CAR,CAR标准差,结果类型,主规格说明,事件,事件日期,基准指数,事件窗口,比较组A,比较组B,比较名称,A组公司数,B组公司数,A组平均CAR,B组平均CAR,A减B差异,差异标准误,Welch_t值,Welch_p值,p_BH全局,p_Bonferroni全局,p_BH事件内,原始p小于0.05,BH全局通过5%,BH事件内通过5%,Bonferroni通过5%,是否主规格,产业链梯度斜率,标准误,t值,p值,R平方
上游,20.0,0.024107213430782273,0.041646702962628755,三层描述,"V3；沪深300；[-1,+1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
下游,20.0,-0.017422968667292378,0.03285406415101669,三层描述,"V3；沪深300；[-1,+1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
中游,20.0,0.0016325950109262045,0.022916364600433798,三层描述,"V3；沪深300；[-1,+1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,主两两比较,,DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,"[-1,+1]",上游,下游,上游 vs 下游,20.0,20.0,0.0241072134307822,-0.0174229686672924,0.0415301820980747,0.0118613603749665,3.5013000857578,0.0012530792308551,0.00471259171939572,0.0676662784661754,0.002945369824622325,True,True,True,False,是,,,,,
,60.0,,,主梯度检验,,DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,"[-1,+1]",,,,,,,,,,,,0.0004237777924642,0.003614819277141,0.0002118888962321,True,True,True,True,是,0.0207650910490373,0.0052308728994647,3.9697181422936554,0.0002008232931745,0.2136516806885644
