thscode,report_date,资产总计,资产负债率,净利润,营业收入,负债合计,所有者权益合计,Layer
688256.SH,20230930,6581320923.3,10.6518,-830616314.38,145810791.32,701027459.75,5880293463.55,上游
688041.SH,20230930,23762039730.09,17.7629,1216563019.89,3942722953.12,4220825822.69,19541213907.4,上游
603019.SH,20230930,30719159993.84,40.5996,788277066.0,7758143949.52,12471869394.05,18247290599.79,上游
002049.SZ,20230930,17305036502.47,35.1413,2031821174.27,5642441929.6,6081211285.45,11223825217.02,上游
688008.SH,20230930,10619712403.47,4.5653,233994817.71,1525166613.42,484820714.73,10134891688.74,上游
300474.SZ,20230930,4207995783.59,18.8329,15576072.07,469171813.61,792488432.79,3415507350.8,上游
300308.SZ,20230930,18965066038.08,25.9106,1312303271.67,7030290371.6,4913971048.23,14051094989.85,上游
300502.SZ,20230930,6081888071.47,14.4384,429563503.52,2087047551.82,878127408.3,5203760663.17,上游
300394.SZ,20230930,3342427727.86,11.7238,439693943.71,1206110652.99,391858021.64,2950569706.22,上游
002281.SZ,20230930,11517660664.58,29.9147,405731528.8,4326834653.11,3445476280.18,8072184384.4,上游
000988.SZ,20230930,17475733369.95,48.5925,808947107.9,7207504778.83,8491902237.02,8983831132.93,上游
000977.SZ,20230930,51788946879.75,66.5825,779676672.19,48096362723.88,34482391724.02,17306555155.73,上游
002463.SZ,20230930,14867429620.0,38.2145,937811714.0,6082456911.0,5681509621.0,9185919999.0,上游
300476.SZ,20230930,15126864553.47,50.9748,585718780.52,5743789807.99,7710895198.88,7415969354.59,上游
600183.SH,20230930,25065901255.55,38.5889,887887734.99,12347510596.81,9672645153.22,15393256102.33,上游
688981.SH,20230930,335687685000.0,34.586,4801253000.0,33098244000.0,116100910000.0,219586775000.0,上游
002371.SZ,20230930,52530272087.98,56.2871,2974558863.06,14588362292.87,29567769678.04,22962502409.94,上游
688012.SH,20230930,20515011656.68,17.483,1158693659.84,4041266479.18,3586638259.14,16928373397.54,上游
300223.SZ,20230930,12650096910.86,7.917,357988928.89,3419896944.07,1001506338.01,11648590572.85,上游
603986.SH,20230930,16972802873.18,8.4577,433675509.91,4394487650.7,1435503136.79,15537299736.39,上游
002230.SZ,20230930,35214158378.55,52.5212,45031773.47,12613745271.17,18494899513.23,16719258865.32,中游
688111.SH,20230930,12844687150.37,25.7622,887136508.23,3270364301.43,3309073591.53,9535613558.84,中游
300229.SZ,20230930,3757202350.02,10.8843,22714814.22,601375522.76,408943878.58,3348258471.44,中游
688327.SH,20230930,2866050730.22,44.5912,-412993820.94,345878940.4,1278005191.73,1588045538.49,中游
002415.SZ,20230930,127457393562.08,39.7518,9498231250.32,61275164193.63,50666547145.21,76790846416.87,中游
603160.SH,20230930,9324597900.73,15.3041,12450542.06,3196419218.76,1427044729.81,7897553170.91,中游
300033.SZ,20230930,8548884810.39,21.5858,770570898.37,2372398760.91,1845346396.61,6703538413.78,中游
002405.SZ,20230930,13393780454.38,16.1413,-543701945.72,2318033310.07,2161933409.87,11231847044.51,中游
300624.SZ,20230930,1602814198.42,15.8396,78762887.46,1095723164.18,253879498.99,1348934699.43,中游
300634.SZ,20230930,3192699923.69,16.481,308093017.58,1093267509.99,526187414.2,2666512509.49,中游
002777.SZ,20230930,2526251646.06,31.6506,113786625.44,803403796.66,799573093.85,1726678552.21,中游
300365.SZ,20230930,2598251577.25,19.8001,11209624.45,337996784.43,514455115.36,2083796461.89,中游
688088.SH,20230930,3054639977.28,12.76,81466845.34,502813708.41,389773335.25,2664866642.03,中游
300496.SZ,20230930,11273183496.71,13.591,512106813.29,3876395409.01,1532143979.31,9741039517.4,中游
002253.SZ,20230930,1721498924.81,18.5583,-27972344.42,120120998.32,319481153.42,1402017771.39,中游
300078.SZ,20230930,3374641240.17,63.781,-112349718.7,801288958.5,2152379329.98,1222261910.19,中游
002236.SZ,20230930,48741707945.91,31.2492,2706496803.38,22278484044.04,15231378603.83,33510329342.08,中游
688023.SH,20230930,4613213930.2,45.4404,-542637226.29,1207363364.25,2096262242.34,2516951687.86,中游
300451.SZ,20230930,5757384096.39,17.9087,93667107.26,1156924027.69,1031072254.75,4726311841.64,中游
000997.SZ,20230930,12906807089.17,51.2948,820193510.67,5410612823.03,6620522560.94,6286284528.23,中游
688228.SH,20230930,1738168842.63,22.6837,-30571578.83,164537321.98,394281405.28,1343887437.35,下游
300785.SZ,20230930,2140774627.18,16.0167,15536941.49,959053873.58,342880906.01,1797893721.17,下游
300058.SZ,20230930,20724393796.71,62.6022,283889541.83,36311520831.9,12973923153.31,7750470643.4,下游
002131.SZ,20230930,23883396752.16,42.0494,2094173075.72,15678531483.89,10042815420.65,13840581331.51,下游
600556.SH,20230930,5759847243.63,33.6125,102886469.96,3169649515.63,1936031522.89,3823815720.74,下游
300781.SZ,20230930,1042069448.57,25.1813,46937598.55,387446766.87,262407057.93,779662390.64,下游
600570.SH,20230930,13246196629.03,39.1582,627140880.77,4367606135.94,5186978750.22,8059217878.81,下游
002607.SZ,20230930,8372112755.39,87.7937,242029004.28,2665849557.97,7350191413.85,1021921341.54,下游
300253.SZ,20230930,7924433362.38,32.8226,110774511.21,1900957792.66,2601008775.96,5323424586.42,下游
688369.SH,20230930,1808404093.72,20.3032,-35250804.77,705315930.69,367163289.14,1441240804.58,下游
300188.SZ,20230930,5435112863.64,29.1163,-415383240.66,750487584.54,1582504364.38,3852608499.26,下游
002439.SZ,20230930,9887550876.79,24.1187,237677891.94,2533570248.55,2384748455.18,7502802421.61,下游
300036.SZ,20230930,4529542703.5,33.6894,129330997.04,1270554608.66,1525976420.85,3003566282.65,下游
300020.SZ,20230930,7574900187.69,39.121,-53791453.37,985541706.04,2963374083.51,4611526104.18,下游
300075.SZ,20230930,5006474597.57,17.8132,181740638.15,1064273552.95,891813687.05,4114660910.52,下游
300168.SZ,20230930,7202615341.76,60.3516,-339830422.43,1905013008.89,4346896015.94,2855719325.82,下游
002065.SZ,20230930,22919660354.27,47.5422,705202076.71,7433397699.59,10896511209.85,12023149144.42,下游
600410.SH,20230930,8842308996.65,40.6607,17787446.39,2878932100.0,3595347637.37,5246961359.28,下游
300170.SZ,20230930,5994093216.46,17.8105,43236069.11,2251360033.73,1067576935.35,4926516281.11,下游
002368.SZ,20230930,14665122058.21,64.7367,132153399.27,5221110701.06,9493719394.71,5171402663.5,下游
