thscode,report_date,资产总计,资产负债率,净利润,营业收入,负债合计,所有者权益合计,Layer
688256.SH,20210630,6772565478.63,9.6876,-391603123.66,137872189.19,656096502.02,6116468976.61,上游
688041.SH,20210630,9351601075.87,40.5544,-96667673.04,571371289.39,3792485080.51,5559115995.36,上游
603019.SH,20210630,22906659289.0,46.9533,396796067.07,4498108970.28,10755423267.06,12151236021.94,上游
002049.SZ,20210630,10069490153.94,38.6249,883645828.39,2292379386.29,3889331484.77,6180158669.17,上游
688008.SH,20210630,8620199775.97,5.7123,307846788.0,724463317.63,492414000.78,8127785775.19,上游
300474.SZ,20210630,3172141572.0,17.4679,125811657.14,475107031.5,554104993.27,2618036578.73,上游
300308.SZ,20210630,14013007801.1,40.6896,345269627.18,3297852391.6,5701842326.4,8311165474.7,上游
300502.SZ,20210630,4385879062.54,16.5637,323005211.0,1441202575.66,726464847.57,3659414214.97,上游
300394.SZ,20210630,2353151206.84,8.5377,139040574.77,489735393.12,200904154.98,2152247051.86,上游
002281.SZ,20210630,8961932866.09,41.1602,277120157.92,3137320263.82,3688745977.09,5273186889.0,上游
000988.SZ,20210630,12501583259.11,44.1884,345264779.34,4638754418.03,5524251061.13,6977332197.98,上游
000977.SZ,20210630,34995802146.15,55.6943,802568595.53,28555094547.7,19490672210.37,15505129935.78,上游
002463.SZ,20210630,10888114378.0,39.7456,480310635.0,3542232906.0,4327549599.0,6560564779.0,上游
300476.SZ,20210630,11186812013.55,64.3313,391539633.2,3383877337.84,7196622405.4,3990189608.15,上游
600183.SH,20210630,22565274763.69,41.2406,1462595444.04,9831633551.94,9306057483.72,13259217279.97,上游
688981.SH,20210630,207729432000.0,29.1895,5093113000.0,16090387000.0,60635276000.0,147094156000.0,上游
002371.SZ,20210630,21825277100.14,66.3463,371978991.55,3608358719.53,14480268253.42,7345008846.72,上游
688012.SH,20210630,14449604643.04,9.8886,396555149.24,1338627684.43,1428857185.0,13020747458.04,上游
300223.SZ,20210630,9333990397.51,8.7551,353632419.65,2335807206.81,817197345.56,8516793051.95,上游
603986.SH,20210630,13010379920.48,12.9257,785707095.74,3640884058.16,1681676542.48,11328703378.0,上游
002230.SZ,20210630,24235612034.57,47.1847,460705350.95,6318650532.62,11435489675.88,12800122358.69,中游
688111.SH,20210630,9158176996.34,21.4289,566777385.27,1565084949.82,1962495935.27,7195681061.07,中游
300229.SZ,20210630,3593350247.84,34.9071,55215125.69,391532969.07,1254333878.73,2339016369.11,中游
