thscode,report_date,资产总计,资产负债率,净利润,营业收入,负债合计,所有者权益合计,Layer
688256.SH,20200630,4494370833.36,7.5266,-201859556.62,87203426.05,338274847.05,4156095986.31,上游
688041.SH,20200630,,,,,,,上游
603019.SH,20200630,16064853806.74,60.7659,261193323.52,3988603992.73,9761950641.6,6302903165.14,上游
002049.SZ,20200630,6879845430.1,33.7306,402219741.5,1464365307.19,2320615125.34,4559230304.76,上游
688008.SH,20200630,8540919787.47,9.4205,601524666.96,1089576668.42,804595144.01,7736324643.46,上游
300474.SZ,20200630,2663083154.77,9.4256,89161261.05,309493570.91,251012238.06,2412070916.71,上游
300308.SZ,20200630,12560466057.84,41.4465,366147144.94,3244675971.03,5205872823.4,7354593234.44,上游
300502.SZ,20200630,2031111466.34,26.5927,191216914.96,836551632.99,540127275.82,1490984190.52,上游
300394.SZ,20200630,1435658126.6,14.4529,127682999.22,392708314.78,207494422.43,1228163704.17,上游
002281.SZ,20200630,7909412367.8,40.5672,194198767.62,2558456609.96,3208626366.37,4700786001.43,上游
000988.SZ,20200630,10139134015.11,36.0946,337519464.51,2744215853.95,3659678663.66,6479455351.45,上游
000977.SZ,20200630,39828588327.13,68.2691,383518429.03,30286292200.43,27190606973.03,12637981354.1,上游
002463.SZ,20200630,8686914364.0,37.4533,583547744.0,3533588670.0,3253536048.0,5433378316.0,上游
300476.SZ,20200630,7982059959.89,55.0771,260956224.37,2327426044.85,4396291075.4,3585768884.49,上游
600183.SH,20200630,16792026177.4,43.5673,901282240.17,6878731450.28,7315825075.3,9476201102.1,上游
688981.SH,20200630,144363574000.0,35.3663,1210273000.0,13161499000.0,51056121000.0,93307453000.0,上游
002371.SZ,20200630,14802271398.1,57.625,217012865.31,2176996774.42,8529808701.44,6272462696.66,上游
688012.SH,20200630,5108915771.09,24.0197,119049764.44,978404284.64,1227148118.83,3881767652.26,上游
300223.SZ,20200630,9076016580.93,24.4786,11440419.69,354736452.01,2221682850.15,6854333730.78,上游
603986.SH,20200630,10948543999.27,7.7471,363010923.64,1657803903.71,848190605.92,10100353393.35,上游
002230.SZ,20200630,20936200358.45,42.3345,285713456.64,4349201290.01,8863235473.14,12072964885.31,中游
688111.SH,20200630,7239383401.83,13.0629,357402303.87,915768796.76,945676855.24,6293706546.59,中游
300229.SZ,20200630,2851257881.63,32.2145,43075453.16,343871138.44,918517112.57,1932740769.06,中游
688327.SH,20200630,2431228981.55,23.6664,-298317661.55,220961911.7,575385324.01,1855843657.54,中游
002415.SZ,20200630,71938322381.28,38.494,4666871541.0,24271159243.76,27691967125.13,44246355256.15,中游
603160.SH,20200630,8443663691.86,18.8139,597325017.92,3056096472.31,1588582729.74,6855080962.12,中游
300033.SZ,20200630,5839629907.03,31.831,439165195.92,991516166.7,1858814943.79,3980814963.24,中游
002405.SZ,20200630,8924595555.03,10.5851,-184153155.99,961480595.79,944675194.01,7979920361.02,中游
