thscode,report_date,资产总计,资产负债率,净利润,营业收入,负债合计,所有者权益合计,Layer
688256.SH,20250630,8420117458.26,19.6829,1037655544.21,2880643471.09,1657325847.82,6762791610.44,上游
688041.SH,20250630,32301590632.07,25.8491,1641844544.48,5464235057.15,8349672975.88,23951917656.19,上游
603019.SH,20250630,36624107961.28,40.7036,701970402.01,5849961017.34,14907344708.16,21716763253.12,上游
002049.SZ,20250630,17695570610.55,27.2259,691933709.37,3047269760.68,4817786714.29,12877783896.26,上游
688008.SH,20250630,12878881021.59,6.3556,1112376100.89,2633456481.08,818531568.86,12060349452.73,上游
300474.SZ,20250630,7428357297.12,6.351,-87610121.73,193224146.39,471771433.21,6956585863.91,上游
300308.SZ,20250630,34786708490.76,30.3073,4242457490.32,14789074837.8,10542906376.72,24243802114.04,上游
300502.SZ,20250630,18071339565.19,33.0757,3942294268.37,10437170265.5,5977230791.09,12094108774.1,上游
300394.SZ,20250630,5651354599.63,16.9454,899424956.59,2455890299.5,957645172.8,4693709426.83,上游
002281.SZ,20250630,15824926904.78,40.6924,352366855.77,5242939494.93,6439537134.76,9385389770.02,上游
000988.SZ,20250630,21075716709.7,49.7522,905960446.5,7629000199.83,10485636327.56,10590080382.14,上游
000977.SZ,20250630,107007323595.35,80.5985,798098673.64,80192433185.82,86246281067.9,20761042527.45,上游
002463.SZ,20250630,24463766218.0,47.6958,1678314457.0,8493871883.0,11668181619.0,12795584599.0,上游
300476.SZ,20250630,23695482810.63,53.7655,2143119809.25,9030866364.08,12740001053.16,10955481757.47,上游
600183.SH,20250630,29789911385.67,42.9488,1622705495.92,12679896704.94,12794409464.59,16995501921.08,上游
688981.SH,20250630,354168029000.0,33.783,3367678000.0,32348049000.0,119648526000.0,234519503000.0,上游
002371.SZ,20250630,84344685084.06,52.489,3201197889.35,16141546184.74,44271695377.52,40072989706.54,上游
688012.SH,20250630,28420694710.14,26.6424,686116028.42,4960601270.04,7571943226.06,20848751484.08,上游
300223.SZ,20250630,13411904367.64,7.1565,201778891.26,2249112381.32,959824948.38,12452079419.26,上游
603986.SH,20250630,19800066421.27,11.9435,587834762.25,4150308632.88,2364820200.05,17435246221.22,上游
002230.SZ,20250630,42929508256.52,56.0746,-228224725.58,10910937822.71,24072531553.41,18856976703.11,中游
688111.SH,20250630,16426714814.02,29.162,732605277.47,2657121733.79,4790358547.73,11636356266.29,中游
300229.SZ,20250630,4384340502.42,7.5497,-75203610.5,244801015.68,331005609.89,4053334892.53,中游
688327.SH,20250630,1955000929.73,60.8532,-234521585.91,168985600.58,1189681270.34,765319659.39,中游
002415.SZ,20250630,124414765281.12,31.03,6281476630.83,41818040088.44,38605886425.59,85808878855.53,中游
603160.SH,20250630,10467327280.75,13.8309,430611575.89,2251375839.27,1447730035.86,9019597244.89,中游
300033.SZ,20250630,10332464766.13,33.6379,501931328.16,1779405283.66,3475621824.25,6856842941.88,中游
002405.SZ,20250630,10959944737.13,22.8849,-313997504.15,1760502272.47,2508171895.05,8451772842.08,中游
300624.SZ,20250630,1507472964.29,28.1729,-54712303.15,760004968.83,424698887.43,1082774076.86,中游
300634.SZ,20250630,3361703580.91,14.9428,134961449.69,919502335.7,502332849.11,2859370731.8,中游
002777.SZ,20250630,2589025209.1,31.3915,28968111.27,439350572.77,812733324.23,1776291884.87,中游
300365.SZ,20250630,2447085538.98,22.9027,5898644.73,372748777.85,560448872.71,1886636666.27,中游
688088.SH,20250630,3011030257.61,10.0332,88536026.79,410348543.34,302101608.6,2708928649.01,中游
300496.SZ,20250630,12748919512.67,18.9972,174382000.91,3299453079.09,2421936583.99,10326982928.68,中游
002253.SZ,20250630,1413955495.06,21.4222,-45434438.04,54515084.22,302900776.65,1111054718.41,中游
300078.SZ,20250630,2123051367.01,74.5324,-53674844.0,545023575.61,1582360911.23,540690455.78,中游
002236.SZ,20250630,50021031055.64,24.2712,2598685138.93,15181329651.13,12140703782.24,37880327273.4,中游
688023.SH,20250630,4554480868.64,48.0988,-198183007.78,732839944.98,2190649312.45,2363831556.19,中游
300451.SZ,20250630,5543157750.54,20.502,-72309946.03,576678264.25,1136455943.97,4406701806.57,中游
000997.SZ,20250630,12712895533.56,41.2066,670240289.9,3850746068.55,5238550665.78,7474344867.78,中游
688228.SH,20250630,1910207921.85,25.8337,-541304.07,159774161.69,493477793.39,1416730128.46,下游
300785.SZ,20250630,2451099002.19,22.3398,13514268.76,581981407.68,547570598.79,1903528403.4,下游
300058.SZ,20250630,23345078532.09,67.1059,94825014.41,32360261510.45,15665931050.2,7679147481.89,下游
002131.SZ,20250630,22194130520.4,40.8558,466564245.33,9635328593.69,9067589175.04,13126541345.36,下游
600556.SH,20250630,5233422167.19,26.9954,34939528.53,1843923653.37,1412780657.8,3820641509.39,下游
300781.SZ,20250630,968541854.76,23.2059,28650710.02,311869639.31,224759151.94,743782702.82,下游
600570.SH,20250630,13858493777.9,31.3581,295417718.95,2426419815.59,4345756846.4,9512736931.5,下游
002607.SZ,20250630,6130194965.59,87.173,61784103.76,1155239043.07,5343874526.23,786320439.36,下游
300253.SZ,20250630,8542781595.04,31.5504,-122819416.44,839150865.03,2695278030.46,5847503564.58,下游
688369.SH,20250630,1450070125.17,35.9755,-142376330.57,337867983.27,521669341.39,928400783.78,下游
300188.SZ,20250630,5180482235.73,34.2018,-215910962.45,557588405.64,1771820579.42,3408661656.31,下游
002439.SZ,20250630,13301173321.32,14.8093,-96482836.99,1132582026.18,1969811700.95,11331361620.37,下游
300036.SZ,20250630,3886963623.6,31.7229,3989544.11,603150964.55,1233056167.26,2653907456.34,下游
300020.SZ,20250630,5601077804.09,47.878,-322190543.0,121496561.0,2681685946.72,2919391857.37,下游
300075.SZ,20250630,4070667802.35,13.6147,-18731539.12,321393391.55,554208329.76,3516459472.59,下游
300168.SZ,20250630,5879727386.49,77.8342,-303217987.92,932997061.49,4576436779.93,1303290606.56,下游
002065.SZ,20250630,25301823486.96,49.7328,270870212.38,5622158106.35,12583295251.53,12718528235.43,下游
600410.SH,20250630,9152861664.32,43.0957,161316502.39,2262323043.55,3944489605.26,5208372059.06,下游
300170.SZ,20250630,6482051752.65,16.5859,87459839.24,1574554348.69,1075109390.14,5406942362.51,下游
002368.SZ,20250630,15233287086.87,65.315,4049052.62,3607362467.3,9949624102.1,5283662984.77,下游
