thscode,report_date,资产总计,资产负债率,净利润,营业收入,负债合计,所有者权益合计,Layer
688256.SH,20201231,7309528671.66,12.0121,-434509331.16,458927330.67,878027439.09,6431501232.57,上游
688041.SH,20201231,9022075152.28,38.1851,-82975170.53,1021972813.24,3445090903.49,5576984248.79,上游
603019.SH,20201231,20963979137.06,42.9744,887470026.26,10161133761.67,9009134876.27,11954844260.79,上游
002049.SZ,20201231,7627730841.82,34.865,801568998.57,3270255229.79,2659406726.32,4968324115.5,上游
688008.SH,20201231,8419441850.95,4.1474,1103683466.93,1823665555.45,349191164.55,8070250686.4,上游
300474.SZ,20201231,3039205042.99,16.7139,207626601.19,653772093.45,507969163.29,2531235879.7,上游
300308.SZ,20201231,13615732311.29,41.2923,876424247.65,7049590125.44,5622245580.64,7993486730.65,上游
300502.SZ,20201231,4217115642.85,18.3322,491758403.47,1997937746.27,773088241.0,3444027401.85,上游
300394.SZ,20201231,1605717976.68,14.2156,283738698.85,873449245.94,228262193.34,1377455783.34,上游
002281.SZ,20201231,8554641008.78,41.4209,452398906.5,6046017103.97,3543412819.65,5011228189.13,上游
000988.SZ,20201231,11076271352.42,39.5984,540423073.35,6137548872.23,4386025641.33,6690245711.09,上游
000977.SZ,20201231,38322865650.5,61.3086,1508972147.09,63037990367.04,23495215308.79,14827650341.71,上游
002463.SZ,20201231,9555973096.0,34.2514,1342812322.0,7460024310.0,3273057236.0,6282915860.0,上游
300476.SZ,20201231,9688802362.97,61.4895,518892111.34,5599607086.45,5957596191.88,3731206171.09,上游
600183.SH,20201231,18357445724.02,42.0218,1800202825.79,14687341460.15,7714125178.89,10643320545.13,上游
688981.SH,20201231,204601654000.0,30.7748,4021326000.0,27470709000.0,62965701000.0,141635953000.0,上游
002371.SZ,20201231,17518033652.78,59.403,631093131.0,6056043031.2,10406245395.99,7111788256.79,上游
688012.SH,20201231,5800876895.94,24.6785,492306518.5,2273291898.06,1431569911.52,4369306984.42,上游
300223.SZ,20201231,8968292062.09,8.3265,72961564.32,2169801108.34,746748809.27,8221543252.82,上游
603986.SH,20201231,11710727472.95,8.6822,880491186.27,4496894867.81,1016747950.99,10693979521.96,上游
002230.SZ,20201231,24836091818.68,47.7703,1441784003.24,13024657865.85,11864280854.58,12971810964.1,中游
688111.SH,20201231,8511586171.34,19.0418,886573819.74,2260968393.13,1620762893.45,6890823277.89,中游
300229.SZ,20201231,2826922248.09,22.885,323147123.68,1309436441.83,646940880.32,2179981367.77,中游
688327.SH,20201231,2491134467.16,39.7767,-843934337.44,754770956.3,990889865.0,1500244602.16,中游
002415.SZ,20201231,88701682384.2,38.5809,13678319472.17,63503450891.78,34221938983.66,54479743400.54,中游
603160.SH,20201231,9887854603.52,18.7173,1659172916.3,6687275485.14,1850742778.52,8037111825.0,中游
300033.SZ,20201231,7155697274.87,26.9923,1723975028.38,2843697937.51,1931486248.51,5224211026.36,中游
002405.SZ,20201231,9205912179.86,14.3163,-356993757.91,2147655643.19,1317943475.67,7887968704.19,中游
300624.SZ,20201231,1064410782.73,22.1769,134032834.58,976477439.98,236053478.87,828357303.86,中游
300634.SZ,20201231,1793281439.75,15.7154,141744360.44,739120238.96,281821333.97,1511460105.78,中游
002777.SZ,20201231,2222397947.21,38.3416,215170779.52,1153540813.37,852102698.67,1370295248.54,中游
300365.SZ,20201231,2703135677.89,19.3903,82230968.78,965315951.82,524146993.03,2178988684.86,中游
688088.SH,20201231,3007394121.07,10.389,251459074.4,683186583.37,312438047.44,2694956073.63,中游
300496.SZ,20201231,5557614837.17,21.0613,449742042.07,2627883627.26,1170505365.94,4387109471.23,中游
002253.SZ,20201231,1797196383.52,16.9098,73668072.2,357347106.37,303902789.68,1493293593.84,中游
300078.SZ,20201231,4650364987.16,38.1696,17180466.07,1374795956.97,1775023753.45,2875341233.71,中游
002236.SZ,20201231,36595034080.75,44.7913,3935241656.29,26465968181.1,16391391970.65,20203642110.1,中游
688023.SH,20201231,2463122943.3,32.1166,131791984.38,1322972681.79,791071967.6,1672050975.7,中游
300451.SZ,20201231,5249128741.16,20.4293,336240903.2,1632841326.43,1072361689.28,4176767051.88,中游
000997.SZ,20201231,11782922774.96,45.4606,502239156.15,6356950910.91,5356589617.75,6426333157.21,中游
688228.SH,20201231,1312112669.38,10.3247,68844837.62,301232157.16,135472006.55,1176640662.83,下游
300785.SZ,20201231,1967630880.47,15.9916,156786537.01,909566133.16,314654864.33,1652976016.14,下游
300058.SZ,20201231,21518969469.61,58.249,742864570.38,40526890931.49,12534582886.42,8984386583.19,下游
002131.SZ,20201231,19257875021.33,32.4263,4773723012.15,15547867888.36,6244609132.17,13013265889.16,下游
600556.SH,20201231,4232267000.88,21.9807,293461606.43,3060400429.85,930280497.41,3301986503.47,下游
300781.SZ,20201231,832141461.98,19.7349,27018449.2,319913844.04,164222308.06,667919153.92,下游
600570.SH,20201231,9971144688.34,49.4766,1363152354.21,4172645156.56,4933383876.61,5037760811.73,下游
002607.SZ,20201231,14418850027.27,70.3506,2304331765.85,11202494295.04,10143754230.46,4275095796.81,下游
300253.SZ,20201231,6057147858.2,22.1706,505525395.34,2266579783.89,1342908093.38,4714239764.82,下游
688369.SH,20201231,1841894055.31,28.121,115808686.73,763291342.0,517958863.67,1323935191.64,下游
300188.SZ,20201231,4645273172.56,27.9252,400659003.66,2386098335.14,1297203548.49,3348069624.07,下游
002439.SZ,20201231,8366558435.55,28.304,810005639.34,3646745336.77,2368074415.24,5998484020.31,下游
300036.SZ,20201231,3584908028.11,40.1618,234213299.76,1610047437.17,1439764894.87,2145143133.24,下游
300020.SZ,20201231,6713578738.66,47.7841,151368294.85,2138181930.27,3208025672.37,3505553066.29,下游
300075.SZ,20201231,4057269438.91,23.3177,158392010.01,1413997067.6,946062343.96,3111207094.95,下游
300168.SZ,20201231,6978310099.38,78.7028,-1285783427.12,3008271072.45,5492123359.97,1486186739.41,下游
002065.SZ,20201231,18883320717.95,46.9193,545945297.52,9167186699.62,8859916326.53,10023404391.42,下游
600410.SH,20201231,9607559559.49,40.2371,441368254.81,3901169825.5,3865803668.09,5741755891.4,下游
300170.SZ,20201231,5217577254.22,36.6787,61447381.02,2493084967.52,1913741394.18,3303835860.04,下游
002368.SZ,20201231,13516118964.9,72.0895,372507032.77,8532609638.35,9743696791.6,3772422173.3,下游
