thscode,report_date,资产总计,资产负债率,净利润,营业收入,负债合计,所有者权益合计,Layer
688256.SH,20260331,15400896356.83,16.3795,1013125012.86,2884696746.86,2522593490.33,12878302866.5,上游
688041.SH,20260331,35184690300.93,22.7993,877361302.1,4033592186.34,8021872315.25,27162817985.68,上游
603019.SH,20260331,39337159471.0,41.1353,191957983.15,3199430492.82,16181472643.67,23155686827.33,上游
002049.SZ,20260331,19041527775.1,25.47,333308071.87,1499087278.85,4849885981.79,14191641793.31,上游
688008.SH,20260331,21680536261.01,4.1745,829725360.22,1460718316.43,905058362.65,20775477898.36,上游
300474.SZ,20260331,7991273714.73,11.7363,-95625740.81,84144537.75,937879119.75,7053394594.98,上游
300308.SZ,20260331,56580677310.74,32.6362,6316792027.02,19496398083.95,18465774898.96,38114902411.78,上游
300502.SZ,20260331,29736124932.02,31.035,2774196263.34,8337902040.74,9228600383.02,20507524549.0,上游
300394.SZ,20260331,6981677447.38,14.254,492269821.58,1330270175.36,995168210.3,5986509237.08,上游
002281.SZ,20260331,18264265610.66,43.1308,232478183.87,2773352847.92,7877530556.26,10386735054.4,上游
000988.SZ,20260331,22972556369.31,48.7517,644093036.25,4265855702.83,11199507965.71,11773048403.6,上游
000977.SZ,20260331,84489154875.14,73.2107,604884837.99,35470325836.04,61855101748.41,22634053126.73,上游
002463.SZ,20260331,32720019199.0,48.6431,1241439745.0,6214156406.0,15916037828.0,16803981371.0,上游
300476.SZ,20260331,38878055535.58,55.2339,1288427592.46,5519485066.85,21473881238.69,17404174296.89,上游
600183.SH,20260331,36206665532.58,44.0312,1332307575.73,8141455910.4,15942223739.2,20264441793.38,上游
688981.SH,20260331,380545855000.0,34.8944,1593998000.0,17617218000.0,132789143000.0,247756712000.0,上游
002371.SZ,20260331,91056789222.02,50.0095,1567956334.89,10322863908.82,45537075214.11,45519714007.91,上游
688012.SH,20260331,31270377655.77,22.1756,918439904.12,2914986518.73,6934399075.53,24335978580.24,上游
300223.SZ,20260331,13826734613.11,7.741,320348317.03,1559766866.05,1070331519.94,12756403093.17,上游
603986.SH,20260331,27773679160.67,8.1329,1472515257.26,4188075574.04,2258791840.78,25514887319.89,上游
