thscode,report_date,资产总计,资产负债率,净利润,营业收入,负债合计,所有者权益合计,Layer
688256.SH,20260630,,,,,,,上游
688041.SH,20260630,,,,,,,上游
603019.SH,20260630,,,,,,,上游
002049.SZ,20260630,,,,,,,上游
688008.SH,20260630,,,,,,,上游
300474.SZ,20260630,,,,,,,上游
300308.SZ,20260630,,,,,,,上游
300502.SZ,20260630,,,,,,,上游
300394.SZ,20260630,,,,,,,上游
002281.SZ,20260630,,,,,,,上游
000988.SZ,20260630,,,,,,,上游
000977.SZ,20260630,,,,,,,上游
002463.SZ,20260630,,,,,,,上游
300476.SZ,20260630,,,,,,,上游
600183.SH,20260630,,,,,,,上游
688981.SH,20260630,,,,,,,上游
002371.SZ,20260630,,,,,,,上游
688012.SH,20260630,,,,,,,上游
300223.SZ,20260630,,,,,,,上游
603986.SH,20260630,,,,,,,上游
002230.SZ,20260630,,,,,,,中游
688111.SH,20260630,,,,,,,中游
300229.SZ,20260630,,,,,,,中游
688327.SH,20260630,,,,,,,中游
002415.SZ,20260630,137690401796.0,32.3603,9123000553.88,46822537847.07,44557033290.5,93133368505.5,中游
603160.SH,20260630,,,,,,,中游
300033.SZ,20260630,,,,,,,中游
002405.SZ,20260630,,,,,,,中游
300624.SZ,20260630,,,,,,,中游
300634.SZ,20260630,,,,,,,中游
002777.SZ,20260630,,,,,,,中游
300365.SZ,20260630,,,,,,,中游
688088.SH,20260630,,,,,,,中游
300496.SZ,20260630,,,,,,,中游
002253.SZ,20260630,,,,,,,中游
300078.SZ,20260630,,,,,,,中游
002236.SZ,20260630,,,,,,,中游
688023.SH,20260630,,,,,,,中游
300451.SZ,20260630,,,,,,,中游
000997.SZ,20260630,,,,,,,中游
688228.SH,20260630,,,,,,,下游
300785.SZ,20260630,,,,,,,下游
300058.SZ,20260630,,,,,,,下游
002131.SZ,20260630,,,,,,,下游
600556.SH,20260630,,,,,,,下游
300781.SZ,20260630,,,,,,,下游
600570.SH,20260630,,,,,,,下游
002607.SZ,20260630,,,,,,,下游
300253.SZ,20260630,,,,,,,下游
688369.SH,20260630,,,,,,,下游
300188.SZ,20260630,,,,,,,下游
002439.SZ,20260630,,,,,,,下游
300036.SZ,20260630,,,,,,,下游
300020.SZ,20260630,,,,,,,下游
300075.SZ,20260630,,,,,,,下游
300168.SZ,20260630,,,,,,,下游
002065.SZ,20260630,,,,,,,下游
600410.SH,20260630,,,,,,,下游
300170.SZ,20260630,,,,,,,下游
002368.SZ,20260630,,,,,,,下游
