thscode,report_date,资产总计,资产负债率,净利润,营业收入,负债合计,所有者权益合计,Layer
688256.SH,20240630,6140517921.66,13.6721,-533334042.74,64765343.16,839536211.87,5300981709.79,上游
688041.SH,20240630,24333445830.97,12.8744,1225821970.57,3762912618.53,3132785704.65,21200660126.32,上游
603019.SH,20240630,32092196584.15,38.2426,567271735.85,5712059095.8,12272896537.26,19819300046.89,上游
002049.SZ,20240630,16298711884.16,27.5031,743621786.1,2872852419.08,4482645970.57,11816065913.59,上游
688008.SH,20240630,10660783238.25,4.6035,593154173.02,1664977789.21,490774145.23,10170009093.02,上游
300474.SZ,20240630,3977280138.26,13.4845,34154320.22,349905424.98,536315875.61,3440964262.65,上游
300308.SZ,20240630,24422765089.32,29.8203,2406921415.96,10798594185.75,7282948207.21,17139816882.11,上游
300502.SZ,20240630,8302736259.61,24.8056,865142094.15,2727674771.39,2059544388.42,6243191871.19,上游
300394.SZ,20240630,4359433189.52,14.1362,655537192.3,1555952429.46,616256395.88,3743176793.64,上游
002281.SZ,20240630,12897572005.33,34.0909,200375461.23,3109944587.68,4396902905.56,8500669099.77,上游
000988.SZ,20240630,18713383938.74,48.3801,625733895.29,5200110064.89,9053544715.89,9659839222.85,上游
000977.SZ,20240630,63123381733.21,70.3395,577584628.07,42063540640.03,44400670210.73,18722711522.48,上游
002463.SZ,20240630,18036623509.0,43.756,1128198242.0,5424106130.0,7892113297.0,10144510212.0,上游
300476.SZ,20240630,17153099473.05,53.6816,459021616.16,4855418532.51,9208065227.0,7945034246.05,上游
600183.SH,20240630,25665994108.58,38.9807,977776675.08,9629509439.39,10004795828.54,15661198280.04,上游
688981.SH,20240630,337466574000.0,34.5966,1641948000.0,26269310000.0,116751911000.0,220714663000.0,上游
002371.SZ,20240630,60021185979.88,53.541,2780185716.58,12334907204.28,32135916730.35,27885269249.53,上游
688012.SH,20240630,24241626255.77,25.0434,516250546.94,3447712750.84,6070931541.88,18170694713.89,上游
300223.SZ,20240630,12788356266.62,7.3027,197028558.77,2106849614.13,933901177.52,11854455089.1,上游
603986.SH,20240630,17429431989.17,10.2961,517000013.68,3609037320.17,1794549378.67,15634882610.5,上游
002230.SZ,20240630,38256440253.38,54.7865,-470063231.79,9324545041.14,20959363330.03,17297076923.35,中游
