检验,系数,标准误,t值,p值,95%CI下限,95%CI上限,观测值
真实事件：2025年1月,0.05282833302867147,0.01558946115045857,3.388720913366368,0.0007102321418028801,0.022262608473914845,0.0833940575834281,3515
伪事件：2024-01,0.043417444668092386,0.012517906168923386,3.468427074160322,0.0005485323401086539,0.018849501011935228,0.06798538832424955,960
伪事件：2024-06,-0.00853014983073923,0.012880883593603046,-0.6622332830470967,0.5079925891580821,-0.03381048170882807,0.016750182047349606,960
伪事件：2024-09,-0.044743627362551365,0.019306878339163596,-2.3174967271529265,0.020701970993168395,-0.0826357710495213,-0.00685148367558143,960
