渠道,样本,被解释变量,Post系数,标准误,t值,p值,观测值,R²
上游 → 业绩 (ROA),上游,ROA,0.013630860942046144,0.009820027552827596,1.3880674844055045,0.16511649664610273,1729,0.04239166191412391
下游 → 情绪 (市场关注),下游,情绪代理(标准化),-0.4053823188191378,0.009114299816055927,-44.477615066492376,0.0,1786,0.027884455972179367
