事件,事件日期,基准指数,Stkcd,Layer,Alpha,Beta,估计窗口观测值,"CAR[-1,+1]","窗口交易日数[-1,+1]","CAR[-3,+3]","窗口交易日数[-3,+3]","CAR[-5,+5]","窗口交易日数[-5,+5]"
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300058,下游,-0.00039921170848718495,1.8133190627627493,221,-0.009058595157217478,3,-0.12191517321040284,7,-0.15998725225855692,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300075,下游,-0.0006861839499598266,1.7131458779919024,221,-0.007816359442976747,3,-0.07875219734672409,7,-0.09687532595024809,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300078,中游,-0.0013546409737466342,1.8312867154565935,221,-0.01592847372765424,3,-0.21379394563555312,7,-0.19267478038791203,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300168,下游,-0.0011162509197540542,1.6262867068693165,221,0.009567719072333232,3,-0.06962973747048161,7,-0.10932704042749056,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300170,下游,-0.0004041322870430555,1.7871559700378927,221,-0.004772530735986475,3,-0.2267365769967445,7,-0.11375922364262206,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300188,下游,-0.0012371625768227443,1.8870424193714423,221,-0.02130174552650002,3,-0.16630652972714188,7,-0.10608394887825942,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300223,上游,-0.00029937123616382286,1.8483738880132166,221,-0.015494276977540359,3,-0.08646205038452798,7,-0.08600946204748416,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300229,中游,-0.0014476174268487378,2.111660058918194,221,0.047484397417407696,3,-0.004462125296907954,7,0.017494607941084026,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300253,下游,-0.0007519656779952855,1.7595873123728805,221,-0.001918332751151739,3,-0.09731906639515395,7,-0.08660419488376304,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300308,上游,0.00193885745867206,1.8849743969273822,221,0.036106596841219835,3,-0.040859528543803425,7,0.06107075408535763,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300365,中游,-0.0010546214718122956,1.6506423767761695,221,-0.01148098153630143,3,-0.12747834819550158,7,-0.1000309673445128,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300394,上游,0.002053172952899618,1.724908279438124,221,0.06140939944103742,3,-0.08617462172781731,7,-0.06105426225992821,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300451,中游,-0.0021470607533938717,1.8078222252956633,221,-0.006641993444452248,3,-0.14644042354369127,7,-0.1404897760591922,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300474,上游,0.000272766033715672,1.7655693754461566,221,-0.0314445388056087,3,-0.05936179849897092,7,0.001102045564371705,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300476,上游,0.00285659901536144,2.0888279891551162,221,0.09514818765200449,3,-0.07549996313762605,7,-0.020045805683113906,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300496,中游,-0.0023897282837695767,1.7861372033426726,221,0.04626460001577136,3,-0.07951164577725148,7,-0.09063003002244155,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300502,上游,0.0037629302167284193,1.7212652158675679,221,0.050460987526231,3,-0.13134922454733097,7,-0.06474223560698367,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300624,中游,-0.0010643052084432995,1.851758403110338,221,0.017383379025086142,3,-0.13925939005994817,7,-0.12191104702076624,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300634,中游,-0.0006460718264324157,1.9603747198504464,221,-0.013763226934533029,3,-0.12554222476581545,7,-0.06497216958402133,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300781,下游,0.0025093758431130255,1.7646910357119148,217,-0.04029542560549173,3,-0.18849222974940177,7,-0.17585102970854377,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,300785,下游,0.0005656845033139383,2.0306411623540455,221,-0.13918619541710037,3,-0.2784091898526639,7,-0.13278671855334429,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,600183,上游,-7.179701169637436e-05,1.2994891604289158,221,0.05302657180833276,3,-0.02720921595407754,7,-0.009030979355913857,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,600410,下游,-0.0015008453395697842,1.1366009380937898,221,-0.033754712542190646,3,-0.12753399367065216,7,-0.15181840920247636,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,600556,下游,-0.0021939384458538273,1.4452696692834521,221,-0.006112466683766282,3,-0.16971928283646714,7,-0.2509243579134139,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,600570,下游,-0.0004215768480684409,1.397376361330704,221,-0.005727704607468381,3,-0.06708058302192352,7,-0.09570870985815422,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,603019,上游,0.0023863880953895926,1.2417639037156685,221,-0.03280307028268928,3,-0.0606166320937114,7,-0.07001436944846508,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,603160,中游,0.0004883128482376489,1.1103204377476394,221,-0.0028702155028261277,3,-0.07282777667277587,7,-0.06691613770168198,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,603986,上游,-0.0008976606564193907,1.4533300865795369,221,0.041262621605476155,3,-0.049720460752793516,7,0.0816444926438176,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688008,上游,-9.723536558636228e-05,1.6134374439631844,221,0.05285200817260183,3,-0.05848190975028872,7,0.03187822908215515,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688012,上游,0.0009404722806474408,1.5796065891915765,221,-0.01429025978069123,3,-0.04830780149693066,7,-0.008826070904611662,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688023,中游,-0.0035490392380345694,1.8088715394489931,221,-0.04499552569956308,3,-0.14883744593003764,7,-0.09388523808349598,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688041,上游,0.0014246275675758825,1.5563707196164325,221,0.09990295875665506,3,0.1285343218528527,7,0.17593121367660525,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688088,中游,-0.001757154322014313,1.9653030482413016,221,0.0036939509909668447,3,-0.0029450377570064013,7,0.10043925238112432,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688111,中游,-0.0016374035202948274,2.080244965782683,221,0.03627818466402516,3,-0.04680785702358953,7,-0.07015313247417401,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688228,下游,-0.0021491810962414475,2.0828741861414395,221,-0.01531177548701965,3,-0.16861837492544227,7,-0.10374442590615095,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688256,上游,0.004841519295468379,1.7711141202831788,221,-0.024180251669243792,3,-0.061483314349860665,7,0.03375270276800914,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688327,中游,-0.002684498059419554,2.2030733378139216,221,0.00021365407363477945,3,-0.1398376154727809,7,-0.03667670553211381,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688369,下游,-0.0033729053537086143,1.9064328896880296,221,-0.029376192505805313,3,-0.13755257269947238,7,-0.06462972174347634,11
DeepSeek-V3_2024-12-26,2024-12-26,000300.SH,688981,上游,0.0019778571177392202,1.4282521046647492,221,0.001888883340366132,3,-0.01147877254280451,7,0.10453820214161746,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,000977,上游,0.0014419074438497329,1.3464498199866777,221,0.03437860591666311,3,0.02316121509404277,7,0.06210231105631155,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,000988,上游,0.0005129452531227893,1.43571056043826,221,0.02126474406504972,3,0.04200826087963277,7,-0.022373799000368788,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,000997,中游,-0.0003727389567026588,1.3773744235805503,221,0.04052972565452247,3,0.006225061339953776,7,0.031758597229041334,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002049,上游,-0.0004105407977158708,1.3924358214099257,221,0.009795136727139156,3,-0.0013391392753434265,7,-0.01727091018375103,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002065,下游,0.0009037461957792768,1.0957117278663933,221,-0.01196749772511504,3,-0.011555825452389252,7,0.04302397308028295,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002131,下游,0.003960993279075782,1.0800672631294264,221,-0.14171740742540473,3,-0.012534269104436821,7,-0.04688589741705826,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002230,中游,0.0003724273835185922,1.2346963316766666,221,-0.011313318072931013,3,0.010956021407705234,7,0.09411012038885498,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002236,中游,-0.0007422590921904624,1.3069685494781984,221,0.002476618741842734,3,0.01693813950753649,7,0.03317348644956819,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002253,中游,0.00114151867960664,1.0539875528613802,221,-0.18058152315945947,3,-0.19466687504272978,7,-0.22189905938802773,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002281,上游,0.0014109517314312015,1.63265082221437,221,0.011090658332429806,3,0.013247763422688248,7,-0.03939925800934532,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002368,下游,-0.0007995638976220304,1.5101422896383043,221,0.022135761468099917,3,0.03359044794590046,7,0.0594409312180881,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002371,上游,0.00178854936252986,1.1793097717036696,221,-0.01200767990844803,3,-0.020946245240692805,7,-0.06272131355840155,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002405,中游,0.00041092040508634647,1.2636572066194967,221,-0.006283409714899072,3,-0.04277949671206827,7,-0.015313011847205711,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002415,中游,-0.0008882728393809902,1.0188906207001758,221,0.0032592520728681983,3,0.020177301546523585,7,0.030243177030598194,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002439,下游,-0.002501144422074709,1.5182495301417882,221,-0.05533643646208428,3,-0.026428296368760186,7,0.07202233218873587,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002463,上游,0.0024304223183413314,1.227771243251089,221,0.050995544295414405,3,0.0706901328765214,7,-0.0537897017063431,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002607,下游,0.00010543353936684061,1.2004491115834808,221,-0.0035947239469282695,3,0.03955312792861007,7,0.028112079455480478,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,002777,中游,-0.0008955723485237942,1.2369748611818154,221,-0.012624040492724715,3,0.011750500389848706,7,0.0789742450630762,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300020,下游,-0.0037048846277213457,1.5396308644329173,220,-0.09881799640625522,3,-0.10579668854355626,7,-0.08747870957110215,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300033,中游,0.002769161079514811,2.4395644349412584,221,0.008570991683824667,3,0.020190069686576675,7,0.0366735583988477,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300036,下游,-0.0010457108384996018,1.8539921974974125,221,-0.008135565347991229,3,0.013608805030895262,7,0.025133827363597094,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300058,下游,0.0017947360510900548,1.7571945665634314,221,-0.05529443700105981,3,-0.020456977353273398,7,0.08324357643974747,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300075,下游,3.3687107769086e-05,1.7253746257255125,221,-0.014001754939039572,3,-0.009227490321978444,7,-0.013253616419890313,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300078,中游,-0.00024396093436469907,1.8639747085775231,221,-0.04999302246657454,3,-0.0392657724807585,7,0.006615554186197643,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300168,下游,0.0001931629466222313,1.6947545662871215,221,-0.02583641607808043,3,-0.04217392259876644,7,0.016029954728661,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300170,下游,0.00025672774594283256,1.7983715546105414,221,0.11128098591101539,3,0.29671645673290775,7,0.5484590842360937,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300188,下游,-0.0003248929508020835,1.8910924141039218,221,-0.022691759951698184,3,-0.03811999794585747,7,0.05064522352520935,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300223,上游,-0.00021440400331831626,1.8556023606763665,221,0.018431892387633566,3,0.026711242589783888,7,0.018793249923694324,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300229,中游,0.0012471565951550111,1.9344647637316699,221,-0.021008710000056097,3,-0.08840155723004156,7,0.22070532533630494,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300253,下游,-0.00024033163298356193,1.773502805170082,221,-0.011119000785948173,3,-0.0168543010913463,7,0.01562950313264213,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300308,上游,0.0020129237515706905,1.8585322857871298,221,-0.020749186654838173,3,0.11445854883065142,7,-0.03350574812748848,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300365,中游,-0.000316904941536475,1.6430146738676417,221,-0.02235730624677383,3,-0.08201933185693225,7,-0.0007823935963627016,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300394,上游,0.002250108521858884,1.7359672574344875,221,0.06918196408687029,3,0.24059221482587773,7,0.09566871417492867,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300451,中游,-0.001233186147631297,1.8396430416913467,221,-0.030367635920326715,3,-0.07096939885161782,7,-0.028814379418497748,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300474,上游,0.0007669613271423357,1.7808953600052146,221,-0.030753733910662488,3,-0.06929064444578875,7,-0.13398441414003054,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300476,上游,0.0035316014686968622,2.1096408808790175,221,0.07395117692461746,3,0.1777308650853957,7,0.015547437510062836,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300496,中游,-0.0018931736831737623,1.7866650529011798,221,0.05565583200358744,3,0.059631570173484416,7,0.1863920262474842,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300502,上游,0.0039707733246086094,1.726214240674097,221,0.0921073362534503,3,0.17166853129225107,7,0.07740612586859588,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300624,中游,0.0008993570077857784,1.8035090156704392,221,0.006810114414762351,3,-0.004621213222139037,7,0.13346338353735177,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300634,中游,0.0005886235935869457,1.8587831235043906,221,-0.0061762654803820365,3,0.04212438090108598,7,0.4123162920204112,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300781,下游,0.003019350159369903,1.7875539071226922,217,-0.05772969191166869,3,-0.03579919969060813,7,0.1033292197340045,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,300785,下游,0.0018040229324569872,1.9529345603062378,221,-0.04432459469641058,3,-0.0364942535824332,7,0.14666120487149165,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,600183,上游,0.0006566449620182776,1.2955041724555287,221,0.15349218236277526,3,0.1724217367597779,7,0.13221588791715122,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,600410,下游,0.0016473609357477805,1.0333605172368476,221,-0.08471583750476411,3,0.07448056581159238,7,0.18789138141804052,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,600556,下游,-0.0004540902425812325,1.5088795586122896,221,-0.154124117758147,3,0.023004128748759733,7,0.06152650982553516,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,600570,下游,0.00010818165708950885,1.3942790860111176,221,0.0001108377428931549,3,-0.008072758537981178,7,0.009880803758868184,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,603019,上游,0.0028255859004801733,1.2531091079480514,221,0.0006437025012027663,3,0.004328294411677272,7,0.02543810455020788,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,603160,中游,0.000630977562850421,1.122198406508463,211,0.028213275399645382,3,0.027133290518734095,7,0.019903885022788108,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,603986,上游,-0.0004618018175139456,1.4317621619695913,221,0.02062886222869402,3,0.01951622822171087,7,0.0369446042176139,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688008,上游,0.0001541863635765066,1.662140790611338,221,0.04623965247530462,3,0.06112859334746595,7,0.022190866142989492,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688012,上游,0.0009892172923224912,1.6146745539617975,221,-0.022625856839470743,3,-0.01381721757554874,7,-0.04033664931904083,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688023,中游,-0.002249926125119386,1.7542389278527857,221,-0.00770362414139915,3,-0.008672015805342785,7,0.07683143937629676,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688041,上游,0.0019049649741928146,1.5768740982160365,221,-0.017221822034022338,3,-0.09935144572845997,7,-0.1872021856103885,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688088,中游,-0.0007661812640591345,1.9772976020049,221,0.10659562573262248,3,0.20036593123581717,7,0.27274718186340924,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688111,中游,-0.000581550383553778,2.0593798259265124,221,0.00236882618353717,3,0.03668377359551261,7,0.17239516698255175,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688228,下游,-0.0012116149830946588,2.110640030044686,221,-0.04238704690611126,3,7.057083538732425e-05,7,0.1964933436298208,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688256,上游,0.006401567110777781,1.7907158207519864,221,0.017535027318142927,3,-0.13446093529085298,7,-0.33832864894501663,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688327,中游,-0.0011920305268253804,2.160897426249934,221,-0.024369851333520234,3,-0.004130309037022443,7,0.09569959365584245,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688369,下游,-0.0018881602916967421,1.882398187749054,221,0.030913078970657842,3,0.09495168090773627,7,0.32313360644611977,11
DeepSeek-R1_2025-01-20,2025-01-20,000300.SH,688981,上游,0.0018771915284924749,1.459974920824085,221,0.03691465704127687,3,-0.023294467682768022,7,-0.04083278566243712,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,000977,上游,0.001291899151295196,1.1672952845487958,221,-0.010377974863620833,3,0.025076182393400648,7,0.059667188616073494,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,000988,上游,0.00031750601083648433,1.2294289644332643,221,0.0758168005719118,3,0.08885082921943009,7,0.12723238747460608,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,000997,中游,-6.0877254450678775e-05,1.159765203920183,221,-0.02451315111269054,3,-0.011626558390041824,7,-0.01827749034076953,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002049,上游,-0.0002164097104775198,1.2003859124325138,221,0.004438125407620954,3,-0.03877034582097793,7,-0.01964018411062329,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002065,下游,0.0005279425630058675,1.093257203193009,221,-0.008907110514483861,3,-0.06460836502072911,7,-0.09366285782584002,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002131,下游,-0.0011127564722823722,0.9815361785129524,221,-0.032537676328920996,3,-0.2690860124891445,7,-0.1841878392381433,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002230,中游,-0.00018633500709338682,1.0615800476701773,221,-0.004388779313767384,3,-0.04295707720403818,7,-0.053750675478421175,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002236,中游,-0.0008529556892476251,1.0498998132093715,221,0.01292562154944105,3,-0.01695096203590402,7,-0.02529759494124869,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002253,中游,0.0007994508003470041,0.9481241893433591,221,0.007210537902432521,3,-0.14902852528977567,7,-0.1655216292527809,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002281,上游,0.0015556895724644943,1.3884622040568178,221,-0.0057328952405946015,3,-0.07214076598913198,7,0.10024383034180122,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002368,下游,-0.0009658832001828504,1.310578056660944,221,-0.009297630568023362,3,-0.032143583417888054,7,-0.04437144632336418,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002371,上游,0.0026776690731910137,0.9025248140763356,221,0.002322762628008684,3,-0.05546795672109929,7,-0.020152854280295784,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002405,中游,-3.6152562609964464e-05,1.1394651344940157,221,-0.013592945633704973,3,-0.06953315334385836,7,-0.09581797181079692,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002415,中游,-0.0006318285883881371,0.7593130053089847,221,0.013300136158659158,3,0.015283079776775977,7,-0.014191861933939731,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002439,下游,-0.002409477500458535,1.3019789236735562,221,0.004612371852351647,3,-0.029090557349895206,7,-0.014896015296647736,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002463,上游,0.0025955019721549963,0.9903762443688736,221,0.0387751063169463,3,0.021211205562751072,7,0.042584678324038366,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002607,下游,-0.0012436977739492844,1.072567865607653,221,-0.02036989594596053,3,-0.10798958860587851,7,-0.2364936340670633,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,002777,中游,-0.001254743630927958,1.1305150254384322,221,-0.008585526539311867,3,-0.06989189339864102,7,-0.08973587691045185,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300020,下游,-0.005095918517505,1.2871092696115658,220,0.029426846146605658,3,0.005207846249247999,7,0.18871179761909046,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300033,中游,0.0025819005373440202,1.8599146437128176,221,-0.009272118700847935,3,-0.03703547381865577,7,-0.04735005255982275,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300036,下游,-0.0008813790718135348,1.5723437876451183,221,-0.0085851871454766,3,-0.047251976808506686,7,-0.04283495481261318,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300058,下游,-7.972562562296476e-05,1.5549499819473869,221,-0.009622626397074773,3,-0.08691400888410264,7,-0.1379794547624293,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300075,下游,-0.00038362802099434445,1.4682129264647878,221,-0.008352251670693877,3,-0.04570768272309465,7,-0.07614641515537354,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300078,中游,-0.0009284638254978168,1.4498847031018969,221,-0.016932764963813084,3,-0.18176820242534378,7,-0.17953308758909514,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300168,下游,-0.000838101856626924,1.40432331365465,221,0.009097066153309097,3,-0.03796966798515496,7,-0.08885352095565438,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300170,下游,-9.541039242046107e-05,1.5396767845940271,221,-0.0053025829060638335,3,-0.19204291364115672,7,-0.09152890978151261,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300188,下游,-0.0008825224525775644,1.5923756474026767,221,-0.021981771645712724,3,-0.13059363022907655,7,-0.08512631524528566,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300223,上游,9.145349361489788e-05,1.5091803599904547,221,-0.016342808802851362,3,-0.0528753777718442,7,-0.06929410062556897,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300229,中游,-0.001061935828944993,1.7949194144012746,221,0.04677033408741851,3,0.035860255012264364,7,0.041927176895644985,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300253,下游,-0.0003777311109447816,1.4341464648631577,221,-0.0027352715011922783,3,-0.06541578606823126,7,-0.07088331763569977,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300308,上游,0.0024564326413250162,1.4005701919354585,221,0.034741569962081234,3,-0.010426995892924694,7,0.06767404478209338,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300365,中游,-0.0007567796921778323,1.4072858801739483,221,-0.012023876532580378,3,-0.09584241021586265,7,-0.08061330670359709,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300394,上游,0.002473407786925317,1.3437676889358598,221,0.06038445239068086,3,-0.056612999857160805,7,-0.05032686650929015,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300451,中游,-0.0018602609365222773,1.5871464522820617,221,-0.007071141674240944,3,-0.11052750367250352,7,-0.11576551100390256,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300474,上游,0.0005508165324303462,1.5524324179219149,221,-0.03185506566477408,3,-0.024222580338664302,7,0.025427996682775237,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300476,上游,0.0033666823137954117,1.6258925795359143,221,0.09390201146835894,3,-0.03973956851239912,7,-0.007159368906768979,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300496,中游,-0.00209977203049443,1.560431937873729,221,0.045812902241269896,3,-0.04424119803604899,7,-0.06678117823691705,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300502,上游,0.004182629477886431,1.3405200100455674,221,0.04943672735472579,3,-0.10186133311602556,7,-0.0540683818551672,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300624,中游,-0.0007191586270591153,1.5659323842404638,221,0.01672808667294908,3,-0.10412239274222551,7,-0.10109410403448517,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300634,中游,-0.00025825835856311906,1.6316907420223548,221,-0.014551099243351151,3,-0.08906378676143191,7,-0.04490168895859392,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300781,下游,0.0029486418561782326,1.4499905095460173,217,-0.0412945362364109,3,-0.15669210608025508,7,-0.16001736124369376,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,300785,下游,0.0010051127532408213,1.646287853040113,221,-0.14016065821239676,3,-0.24183353099895827,7,-0.1153062039678286,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,600183,上游,0.00024522830870100584,1.0118450740111122,221,0.052252587261305716,3,-0.004952396953956649,7,-0.0009874142425424677,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,600410,下游,-0.001373829953653201,1.0598838651435856,221,-0.033800736056709066,3,-0.10324465084742582,7,-0.1315970235287398,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,600556,下游,-0.0019567175552262827,1.2596124278446301,221,-0.006488879063671982,3,-0.1412633081987432,7,-0.23185498741382346,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,600570,下游,-0.00017487643638844147,1.197692178261038,221,-0.006164451038106308,3,-0.040124057816716734,7,-0.07879286233172132,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,603019,上游,0.0025808712903867665,1.0931119561390519,221,-0.03308728569100325,3,-0.0358679191549794,7,-0.05281098663405448,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,603160,中游,0.0006486568570982551,0.9931749616496895,221,-0.003067442427881189,3,-0.05026384934968259,7,-0.050344544266930136,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,603986,上游,-0.0006100959166219387,1.2095916921227678,221,0.04067828649588698,3,-0.022678914417158948,7,0.09651872005932649,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688008,上游,0.00024305178917119488,1.31836005628631,221,0.052114947888204505,3,-0.029136587242603602,7,0.046544636644028546,11
