事件,事件日期,基准指数,Stkcd,Layer,Alpha,Beta,估计窗口观测值,"CAR[-1,+1]","窗口交易日数[-1,+1]","CAR[-3,+3]","窗口交易日数[-3,+3]","CAR[-5,+5]","窗口交易日数[-5,+5]"
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688012,上游,0.0012699630422437326,1.2949769770891293,221,-0.014996493042041498,3,-0.019460305747423107,7,0.005854071775408219,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688023,中游,-0.0033035498759703924,1.636334515443186,221,-0.04525077418733792,3,-0.11157264328171923,7,-0.0655070936034098,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688041,上游,0.001806106468979307,1.2097889938693511,221,0.09896848178645742,3,0.1551335815151668,7,0.18540824619070764,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688088,中游,-0.0014009393100756437,1.673698554490797,221,0.0030408637112070216,3,0.03467042081292364,7,0.12341845032586278,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688111,中游,-0.0011032574978213972,1.5887708382237684,221,0.034927296857336004,3,-0.012033861250260423,7,-0.05961502406772766,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688228,下游,-0.001797667002016087,1.804093907664915,221,-0.015894720845771655,3,-0.12791791368814814,7,-0.07710812066522421,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688256,上游,0.005192770502446371,1.4731400565525072,221,-0.02489574867623395,3,-0.028554807002603474,7,0.05180843565075761,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688327,中游,-0.0022733537121699212,1.862419246266595,221,-0.0005681294921495682,3,-0.09805102057010169,7,-0.011955717541137924,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688369,下游,-0.003019986706622571,1.6149822255017539,221,-0.030040677735537622,3,-0.10130051402650826,7,-0.04298591277643739,11
DeepSeek-V3_2024-12-26,2024-12-26,399001.SZ,688981,上游,0.002306167894182942,1.1355288515135766,221,0.0011227169172033378,3,0.013629336181734696,7,0.11514495788837614,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,000977,上游,0.0015565208114790437,1.1625814504636434,221,0.022029337206124083,3,0.015073474315339636,7,0.04848209006481098,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,000988,上游,0.0006518521062418202,1.2218505054119462,221,0.008404994683972884,3,0.03328989777202413,7,-0.036419672978068085,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,000997,中游,-0.00025456470000603777,1.1882929817867096,221,0.027913965034020133,3,-0.0020536879906018577,7,0.017852097206631206,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002049,上游,-0.00027942532638501805,1.1888653738786819,221,-0.0027435365952875974,3,-0.009774322830642676,7,-0.030996461048038063,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002065,下游,0.0009236747438484997,1.024288133307026,221,-0.02337093644202734,3,-0.017722506050267595,7,0.029843492084150627,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002131,下游,0.004063450141035137,0.9213593752645898,221,-0.15142931489066683,3,-0.01908143789853755,7,-0.057510782498575816,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002230,中游,0.0004946760138438032,1.0478037053661762,221,-0.022321064374842617,3,0.003442532622256497,7,0.08211057667421165,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002236,中游,-0.0005388292503022454,1.0302022743297834,221,-0.007808959451163967,3,0.008566034626499136,7,0.022587753954212066,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002253,中游,0.0012043122714391879,0.9387671718669628,221,-0.19074543286730267,3,-0.2008455451590217,7,-0.23333053860760272,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002281,上游,0.0015838427834774349,1.3735350482388053,221,-0.003257491999105293,3,0.0032490088549817567,7,-0.054945032598849794,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002368,下游,-0.000683584566194847,1.3173217580409442,221,0.008053147225641377,3,0.024590559701559378,7,0.04380556781182666,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002371,上游,0.0019995132225333677,0.900355515016741,221,-0.02078273288200816,3,-0.028655646810979735,7,-0.07148966616366763,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002405,中游,0.00046609711577073036,1.1469578142508787,221,-0.01884042355513546,3,-0.05007352056386909,7,-0.029593401796791697,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002415,中游,-0.0006789669292981094,0.7490499853052109,221,-0.0038230109121576055,3,0.013363613979138787,7,0.023440542532604268,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002439,下游,-0.0023669858987758023,1.3056731286058982,221,-0.06917056199580504,3,-0.03557583157424071,7,0.05680492658658625,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002463,上游,0.002576262176591133,1.016040188972079,221,0.040497685646229006,3,0.0630814324098957,7,-0.06502792936150728,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002607,下游,0.00014973915304365338,1.0982360201322166,221,-0.01567336724906314,3,0.03266984194376382,7,0.014314116998826747,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,002777,中游,-0.0008981880986345618,1.1831218863881654,221,-0.025961244832475024,3,0.004930875499898384,7,0.06337655659690157,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300020,下游,-0.00360287069486891,1.342830102060691,220,-0.1131225843390375,3,-0.11485843619759185,7,-0.10323287077758259,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300033,中游,0.00317255100897819,1.8977163925931375,221,-0.010190916693684604,3,0.004428919403512728,7,0.017591120604461954,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300036,下游,-0.000865202705752871,1.5766188461580823,221,-0.02472099315121337,3,0.0023440190233769594,7,0.007028172302882843,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300058,下游,0.0019353520245222414,1.5267910247379477,221,-0.0715763641424961,3,-0.030961245276847352,7,0.06521222955597061,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300075,下游,0.00019120730272879701,1.4784030269783552,221,-0.029629788311768036,3,-0.019651589593412393,7,-0.030402403762324667,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300078,中游,3.4626471252595517e-05,1.4815614576847658,221,-0.0648751630244818,3,-0.05114062222102267,7,-0.008811538334073193,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300168,下游,0.00033903946453023727,1.4616008424036282,221,-0.04135043645828826,3,-0.05236296546300313,7,-0.0010674414413620256,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300170,下游,0.00040736291552613855,1.5553989251062657,221,0.0947416441668126,3,0.28592799512050593,7,0.5301974265871877,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300188,下游,-0.0001281822340881218,1.5947432532243495,221,-0.039376660777523886,3,-0.049681437165439796,7,0.03253718462142598,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300223,上游,3.856410481093322e-05,1.5008905692997834,221,0.0031667678446639386,3,0.015027598910136924,7,0.002738832985208656,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300229,中游,0.0013769799157673788,1.707452163557785,221,-0.039394295687352886,3,-0.09982420051265015,7,0.20014086433401834,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300253,下游,-1.2592463692421771e-05,1.4494522644443386,221,-0.02596784617247972,3,-0.027941596215269357,7,-0.00011586938952580159,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300308,上游,0.0023767817851009588,1.38544342750244,221,-0.0339987745509603,3,0.10213132811182901,7,-0.04642687539247704,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300365,中游,-0.0001653078655501531,1.406130283978992,221,-0.037209880174594964,3,-0.09195487159989053,7,-0.01706696508183132,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300394,上游,0.0025341391009636276,1.3536114770865229,221,0.055775497864010856,3,0.22939382435824396,7,0.08200360521205652,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300451,中游,-0.001102138905144476,1.6156673333118854,221,-0.04771195097850753,3,-0.08187506619508791,7,-0.048153925164011596,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300474,上游,0.0009142438921611354,1.5422978926404667,221,-0.047167216153560246,3,-0.07996357989143099,7,-0.15212260375710274,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300476,上游,0.003882149446220104,1.6392461679118109,221,0.057758207859636146,3,0.16409154648660437,7,-0.0009053747744583868,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300496,中游,-0.001756338898297049,1.558943946082872,221,0.038987500885557955,3,0.04898586759060632,7,0.1678827570804248,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300502,上游,0.004254825652337595,1.3442818688340776,221,0.07880604893121455,3,0.16052390428232827,7,0.06386403014411395,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300624,中游,0.0010529016011271162,1.5571987931338116,221,-0.0097307119064754,3,-0.015454520709367571,7,0.11522042835607504,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300634,中游,0.0007776922436604983,1.572062236489194,221,-0.022655136582530096,3,0.03078469111758196,7,0.3943952383485013,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300781,下游,0.0032926710587903364,1.4922321790489075,217,-0.07345736164036594,3,-0.04732017370359275,7,0.08581565614191927,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,300785,下游,0.0020441330321519977,1.6074764490012303,221,-0.06087272379440059,3,-0.04864292096996552,7,0.1290177798705245,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,600183,上游,0.0008799154810331602,0.9981065726879459,221,0.14369602309417398,3,0.16400071999989607,7,0.12234121683530604,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,600410,下游,0.0016341951287541494,1.0000808416817206,221,-0.09606034960538758,3,0.06884562261759927,7,0.17454726904160178,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,600556,下游,-0.00032475628519060376,1.3018766934278447,221,-0.16794664178862637,3,0.013935659930584347,7,0.04628876693243586,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,600570,下游,0.00023887153206778687,1.1910780508997636,221,-0.012455494366954327,3,-0.01651571841281446,7,-0.0038800451062078137,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,603019,上游,0.0029086381875506606,1.1071687499945841,221,-0.011285412908521962,3,-0.003065163411896051,7,0.01208697464370873,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,603160,中游,0.000711656646874206,1.0025350723778257,211,0.017289470457551775,3,0.020454210346094456,7,0.0074686691170680625,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,603986,上游,-0.0002916754435866182,1.1847932578963356,221,0.00838783894413994,3,0.0106430478182434,7,0.02384076480508345,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688008,上游,0.0003794572370283999,1.3458215805246732,221,0.03254161353675976,3,0.05067055081652626,7,0.007772423522482901,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688012,上游,0.001202961130327002,1.312820244113305,221,-0.03602674979424544,3,-0.023947786620284604,7,-0.05448896206207951,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688023,中游,-0.0021784441201014764,1.5976888860863634,221,-0.02523000235402695,3,-0.01876880991221859,7,0.05686082084520294,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688041,上游,0.002183336415174134,1.2078377230067556,221,-0.029023604896487438,3,-0.10963881067272925,7,-0.19903260013137467,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688088,中游,-0.0005788972304362366,1.6870527844964769,221,0.08881060051433033,3,0.1883815326658895,7,0.2532878615475634,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688111,中游,-0.00021438960455282427,1.5735722347144452,221,-0.012977514352328731,3,0.023228161648268582,7,0.15704800252133572,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688228,下游,-0.0010387705325731879,1.8296863994046642,221,-0.061871133042374,3,-0.012568863799921622,7,0.17494790644554328,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688256,上游,0.006620227663443403,1.4755576896097127,221,0.002333671117195849,3,-0.1455919695893698,7,-0.3545495634611938,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688327,中游,-0.0009876573592589644,1.8440231166495886,221,-0.043811840755814103,3,-0.017225803393303013,7,0.07442479667600493,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688369,下游,-0.001699818723494196,1.5953712398665698,221,0.01416708754803237,3,0.08348562891492863,7,0.30489541976924867,11
DeepSeek-R1_2025-01-20,2025-01-20,399001.SZ,688981,上游,0.002104490401789218,1.1507505905154927,221,0.025425938500598034,3,-0.03264699515845752,7,-0.052656254958190686,11
