time,thscode,open,close,changeRatio,volume,amount
2019-02-22,000001.SH,2749.4615,2804.2262,1.9051158201399,301481411.0,264518879182.1
2019-02-25,000001.SH,2838.3896,2961.2834,5.6007322091206,528658590.0,465991432608.3
2019-02-26,000001.SH,2969.0976,2941.5163,-0.66751800925234,565557967.0,492396545211.4
2019-02-27,000001.SH,2939.9287,2953.8242,0.41842025488692,474976453.0,411837618669.0
2019-02-28,000001.SH,2950.0548,2940.9538,-0.43571990506409,350206602.0,298763953094.6
2019-03-01,000001.SH,2954.4021,2994.005,1.8038773679478,345786200.0,307337666712.7
2019-03-04,000001.SH,3015.9427,3027.5755,1.1212573125295,525649436.0,480603655461.5
2019-03-05,000001.SH,3019.8797,3054.2466,0.88093922017799,424142529.0,382768537216.5
2019-03-06,000001.SH,3060.4327,3102.0991,1.5667529923746,555006365.0,485478321264.2
2019-03-07,000001.SH,3103.6677,3106.4179,0.13922185787037,583817065.0,525725224727.9
2019-03-08,000001.SH,3038.3362,2969.8614,-4.3959474995299,577855473.0,525598246404.4
2019-03-11,000001.SH,2969.0802,3026.9925,1.9236958330783,426213029.0,404368420343.7
2019-03-12,000001.SH,3049.0844,3060.3073,1.1005907678992,511173158.0,487066630174.8
2019-03-13,000001.SH,3062.3267,3026.9513,-1.0899559008339,453214625.0,451247303676.1
2019-03-14,000001.SH,3013.597,2990.685,-1.1981130981526,373141798.0,356240351162.7
2019-03-15,000001.SH,3000.8789,3021.7512,1.0387653664629,341206139.0,344721502662.0
2019-03-18,000001.SH,3027.8012,3096.4176,2.4709645188525,397797179.0,398469604846.2
2019-03-19,000001.SH,3099.8971,3090.975,-0.17577086501512,350908860.0,353216791297.4
2019-03-20,000001.SH,3084.1704,3090.6403,-0.010828298514219,358557505.0,349295405517.5
2019-03-21,000001.SH,3094.1247,3101.455,0.34991778240903,414251182.0,403939834712.8
2019-03-22,000001.SH,3100.7264,3104.1487,0.086852783612861,364848346.0,356678334990.7
2019-03-25,000001.SH,3058.8016,3043.0313,-1.9688940803641,380278762.0,375375662768.9
2019-03-26,000001.SH,3057.559,2997.0954,-1.5095441180641,353498021.0,341444826639.7
2019-03-27,000001.SH,3012.2573,3022.7196,0.8549677798044,291390357.0,295075954780.7
2019-03-28,000001.SH,3009.7988,2994.9434,-0.91891421222133,288106425.0,289554565453.7
2019-03-29,000001.SH,3000.6783,3090.758,3.1992123791054,375082991.0,386699608662.9
2019-04-01,000001.SH,3111.6619,3170.361,2.5755170738052,466124693.0,480085938357.8
2019-04-02,000001.SH,3183.2736,3176.8227,0.20381590613814,447068981.0,462662081758.2
2019-04-03,000001.SH,3159.1468,3216.2952,1.242515044985,430548635.0,442622040973.5
2019-04-04,000001.SH,3233.6886,3246.5714,0.94133772298015,469117669.0,475156382127.4
2019-04-08,000001.SH,3271.2722,3244.8103,-0.054244918192765,504518403.0,506431236827.2
2019-04-09,000001.SH,3240.3938,3239.6639,-0.15860403303084,364169997.0,380272975904.4
2019-04-10,000001.SH,3224.6454,3241.9299,0.069945527373999,380134408.0,395669974866.2
2019-04-11,000001.SH,3241.5474,3189.9619,-1.6029957958067,353031879.0,360684555861.5
2019-04-12,000001.SH,3184.8595,3188.6256,-0.041890782457306,289788996.0,288908971170.0
2019-04-15,000001.SH,3233.4583,3177.7866,-0.3399270205947,348809785.0,355666127694.4
2019-04-16,000001.SH,3164.3969,3253.5978,2.3856605097397,357918752.0,360166633558.6
2019-04-17,000001.SH,3250.1518,3263.1179,0.29260223866638,357541796.0,354509888123.1
2019-04-18,000001.SH,3261.0742,3250.2012,-0.3958392064228,325539942.0,323508178628.7
2019-04-19,000001.SH,3250.1452,3270.7973,0.63368692375107,315198004.0,315131920244.6
2019-04-22,000001.SH,3278.4906,3215.0426,-1.7046210720548,353217387.0,359154297129.4
2019-04-23,000001.SH,3211.8719,3198.5938,-0.51161997044767,328361207.0,324870183351.8
2019-04-24,000001.SH,3203.5588,3201.6137,0.094413363772536,274872164.0,278410852523.4
2019-04-25,000001.SH,3190.5851,3123.8261,-2.4296372794756,325879129.0,309076083734.6
2019-04-26,000001.SH,3108.1635,3086.3989,-1.1981204715589,280873854.0,274776402268.2
2019-04-29,000001.SH,3090.6331,3062.4985,-0.77437819200882,292114886.0,289063278921.6
2019-04-30,000001.SH,3052.6223,3078.3389,0.51723780436138,222302517.0,225498129185.1
2019-05-06,000001.SH,2984.7273,2906.464,-5.5833651064215,326972269.0,314336519407.8
2019-05-07,000001.SH,2914.2914,2926.3908,0.68560284937299,253281769.0,245444215231.0
2019-05-08,000001.SH,2873.1433,2893.7567,-1.1151654796072,231530519.0,218892618337.2
2019-05-09,000001.SH,2871.1968,2850.9537,-1.4791499230049,200041133.0,197446880734.3
2019-05-10,000001.SH,2878.2344,2939.2106,3.0956974152193,282306808.0,274176261974.6
2019-05-13,000001.SH,2905.067,2903.7131,-1.2077222367121,212029882.0,202624124954.1
2019-05-14,000001.SH,2872.8336,2883.6107,-0.69229980055536,208345353.0,201223315431.5
2019-05-15,000001.SH,2902.6423,2938.6781,1.9096683196522,230519701.0,226262785583.4
2019-05-16,000001.SH,2933.4954,2955.711,0.5796109482015,248385701.0,226203068860.7
2019-05-17,000001.SH,2955.7669,2882.2962,-2.4838287640436,266301643.0,247875177675.5
2019-05-20,000001.SH,2874.8011,2870.6046,-0.40563492398873,209472442.0,199210776230.5
2019-05-21,000001.SH,2867.7066,2905.9688,1.2319425670815,211387022.0,202777774097.5
2019-05-22,000001.SH,2905.5241,2891.7046,-0.49085867680341,200026905.0,193629366618.9
2019-05-23,000001.SH,2880.8426,2852.5153,-1.3552317895818,197340309.0,192869487263.9
2019-05-24,000001.SH,2847.8356,2852.9948,0.016809725788321,167205490.0,162689316181.4
2019-05-27,000001.SH,2851.2809,2892.3782,1.3804231259027,196720902.0,193768714251.8
2019-05-28,000001.SH,2890.2658,2909.9106,0.60615862752665,223310557.0,227253813690.0
2019-05-29,000001.SH,2894.8297,2914.6964,0.16446553375212,198958821.0,202855039152.7
2019-05-30,000001.SH,2903.4246,2905.8054,-0.30504034656919,205758789.0,197105555808.7
2019-05-31,000001.SH,2904.4976,2898.6961,-0.2446585032845,195230580.0,191280403618.3
2019-06-03,000001.SH,2901.7424,2890.0809,-0.29720949360646,215943554.0,208073320323.1
2019-06-04,000001.SH,2887.6405,2862.2803,-0.96193155008222,188463541.0,181118915530.5
2019-06-05,000001.SH,2882.9369,2861.4181,-0.030122835978015,181561047.0,175200844236.4
2019-06-06,000001.SH,2862.3327,2827.7978,-1.174952377634,177064411.0,164850546682.3
2019-06-10,000001.SH,2833.0145,2852.1302,0.86047170699405,166585918.0,162489831383.9
2019-06-11,000001.SH,2854.0704,2925.7162,2.5800364934252,260525796.0,254479985773.8
2019-06-12,000001.SH,2917.2239,2909.3796,-0.55837951746651,240255775.0,223063953327.3
2019-06-13,000001.SH,2905.2877,2910.7406,0.046779732696272,212957791.0,191748206694.5
2019-06-14,000001.SH,2912.9988,2881.9743,-0.98828112680327,215435796.0,194303111838.0
2019-06-17,000001.SH,2880.4226,2887.6221,0.19596982526875,153964960.0,143141637323.7
2019-06-18,000001.SH,2891.0917,2890.158,0.087819663106189,147705320.0,136935231690.1
2019-06-19,000001.SH,2944.1154,2917.8029,0.9565186401574,230756973.0,225567257985.6
2019-06-20,000001.SH,2917.331,2987.1186,2.3756128284059,291011537.0,288296546353.3
2019-06-21,000001.SH,2990.3687,3001.9802,0.4975229306262,286973835.0,276662458531.2
2019-06-24,000001.SH,3004.2891,3008.1479,0.20545438640801,210493894.0,211237183001.3
2019-06-25,000001.SH,3004.9095,2982.0738,-0.86678251425071,243699244.0,244315077409.3
2019-06-26,000001.SH,2964.6153,2976.2837,-0.19416353813914,174449533.0,172516055226.7
2019-06-27,000001.SH,2982.6125,2996.7926,0.68907745588904,195397049.0,208618648070.5
2019-06-28,000001.SH,2992.2426,2978.8784,-0.59777910556774,181431523.0,183641767342.2
2019-07-01,000001.SH,3024.6238,3044.9028,2.2164180988388,250840433.0,266541056906.7
2019-07-02,000001.SH,3042.58,3043.9428,-0.031528100010287,214520624.0,229566616522.2
2019-07-03,000001.SH,3031.832,3015.2633,-0.94218261920033,212296173.0,218657994390.2
2019-07-04,000001.SH,3015.6785,3005.2488,-0.33212688258436,194415133.0,202266388594.3
2019-07-05,000001.SH,3004.7383,3011.0588,0.19332841926432,156755429.0,163180842756.1
2019-07-08,000001.SH,2997.8067,2933.3634,-2.5803348642677,211541268.0,205568813499.7
2019-07-09,000001.SH,2928.8188,2928.2295,-0.1750175242522,145110604.0,154251421843.3
2019-07-10,000001.SH,2935.1855,2915.3022,-0.44147154449471,135483538.0,141236258614.0
2019-07-11,000001.SH,2928.0553,2917.7609,0.084337740355018,143692522.0,152181407950.6
2019-07-12,000001.SH,2915.3401,2930.5462,0.43818874946196,137794759.0,142918869589.5
2019-07-15,000001.SH,2921.546,2942.1853,0.39716486981164,167643397.0,176533201236.5
2019-07-16,000001.SH,2938.6411,2937.6168,-0.1552757401106,131811751.0,140766389027.7
2019-07-17,000001.SH,2933.0227,2931.6926,-0.20166687499881,149631616.0,152162962633.0
2019-07-18,000001.SH,2921.7387,2901.1766,-1.0409003999942,149888828.0,149088843109.1
2019-07-19,000001.SH,2909.6794,2924.2006,0.79360904813586,149469553.0,149071212018.7
2019-07-22,000001.SH,2925.7882,2886.974,-1.2730521975818,180674960.0,204289434230.9
2019-07-23,000001.SH,2886.9044,2899.9446,0.44928011128606,129310508.0,148077349286.5
2019-07-24,000001.SH,2907.9275,2923.2775,0.80459812921945,155245762.0,178858104011.7
2019-07-25,000001.SH,2923.1886,2937.3601,0.48174010164959,145684385.0,175356381731.3
2019-07-26,000001.SH,2928.0614,2944.541,0.24446781312241,139343388.0,158774666102.8
2019-07-29,000001.SH,2943.918,2941.007,-0.12001870580169,127991846.0,147439134515.0
2019-07-30,000001.SH,2946.2566,2952.3383,0.38528640020237,148316462.0,170866349932.7
2019-07-31,000001.SH,2944.3977,2932.5058,-0.67175567244445,141052348.0,164607873474.5
2019-08-01,000001.SH,2920.8506,2908.766,-0.80953974583784,142389813.0,171115635674.7
2019-08-02,000001.SH,2861.3323,2867.8376,-1.4070709022314,184888443.0,216327400622.9
2019-08-05,000001.SH,2854.578,2821.4957,-1.6159178608998,167419423.0,196891483092.0
2019-08-06,000001.SH,2776.9889,2777.5559,-1.5573229475416,231123727.0,255209231212.7
2019-08-07,000001.SH,2789.0187,2768.6795,-0.31957592644669,157716752.0,176475728419.2
2019-08-08,000001.SH,2784.1835,2794.5523,0.93448158228497,149539564.0,178156148351.1
2019-08-09,000001.SH,2805.5856,2774.7532,-0.70848915584796,148240293.0,171140338786.0
2019-08-12,000001.SH,2781.9816,2814.9944,1.4502623152214,131563433.0,162523259780.8
2019-08-13,000001.SH,2798.0512,2797.2596,-0.63001191050327,130916505.0,153957510633.6
2019-08-14,000001.SH,2824.4864,2808.9146,0.41665778893029,144014641.0,173944883280.2
2019-08-15,000001.SH,2762.339,2815.7976,0.24504126967761,152772152.0,173670539178.0
2019-08-16,000001.SH,2817.5708,2823.8238,0.28504179419715,148582344.0,186139370281.6
2019-08-19,000001.SH,2835.5181,2883.096,2.0990049025013,214546668.0,247092216349.3
2019-08-20,000001.SH,2879.0816,2880.0012,-0.10734293967318,189677206.0,209774344402.7
2019-08-21,000001.SH,2875.4708,2880.3307,0.011440967455146,159019665.0,183187275170.4
2019-08-22,000001.SH,2887.6649,2883.4358,0.10780359352488,149206215.0,169662167205.1
2019-08-23,000001.SH,2885.151,2897.4253,0.48516772941502,159156826.0,192567132743.2
2019-08-26,000001.SH,2851.0158,2863.5673,-1.1685547164926,169895363.0,191036667851.2
2019-08-27,000001.SH,2879.5154,2902.1932,1.3488734837837,208141794.0,230999692856.6
2019-08-28,000001.SH,2901.6267,2893.7564,-0.29070428529706,183097903.0,201805050636.7
2019-08-29,000001.SH,2895.9991,2890.9192,-0.098045571493177,178613082.0,196332770520.7
2019-08-30,000001.SH,2907.3825,2886.2365,-0.16197962225993,193959951.0,224751169931.0
2019-09-02,000001.SH,2886.9418,2924.1063,1.3120823605411,202786807.0,226043693267.5
2019-09-03,000001.SH,2925.9422,2930.1538,0.20681532678891,189001216.0,225070157347.7
2019-09-04,000001.SH,2927.747,2957.4116,0.93025151102989,225495907.0,251212694015.0
2019-09-05,000001.SH,2972.6619,2985.8648,0.96209807251719,305438706.0,340200666588.4
2019-09-06,000001.SH,2996.6216,2999.6013,0.46005097082761,216826035.0,258318744860.5
2019-09-09,000001.SH,3023.778,3024.7388,0.83802804059327,243377752.0,286236532120.2
2019-09-10,000001.SH,3027.4103,3021.2024,-0.11691588047206,240012947.0,275321751633.7
2019-09-11,000001.SH,3029.9334,3008.8118,-0.41012148011004,229837362.0,263389555030.7
2019-09-12,000001.SH,3016.6267,3031.2351,0.74525432265321,196968701.0,224576025296.5
2019-09-16,000001.SH,3041.922,3030.7544,-0.015858222280419,221878959.0,237442265430.3
2019-09-17,000001.SH,3023.7109,2978.1178,-1.7367491077469,223338061.0,237738935883.5
2019-09-18,000001.SH,2984.0837,2985.6586,0.25320690806792,168046699.0,199953631553.7
2019-09-19,000001.SH,2992.9222,2999.2789,0.45619080493663,162690615.0,193206549457.7
2019-09-20,000001.SH,3004.8142,3006.4467,0.23898411048069,182145302.0,218390586897.9
2019-09-23,000001.SH,2998.3995,2977.0767,-0.9769007380041,168139450.0,199130548848.8
2019-09-24,000001.SH,2979.4752,2985.3406,0.27758438336506,163902761.0,206245805621.8
2019-09-25,000001.SH,2977.6676,2955.4325,-1.0018320857593,168543135.0,203782754189.5
2019-09-26,000001.SH,2964.4776,2929.0875,-0.89140929457871,188932541.0,216277562940.9
2019-09-27,000001.SH,2929.486,2932.167,0.10513513167496,132905777.0,153311002448.5
2019-09-30,000001.SH,2927.9165,2905.1892,-0.92006355708935,116646811.0,142591702469.6
2019-10-08,000001.SH,2905.7559,2913.5704,0.28849067730254,125535812.0,151980792048.8
2019-10-09,000001.SH,2902.0751,2924.8566,0.38736664815101,130424144.0,150940230848.7
2019-10-10,000001.SH,2923.7069,2947.7106,0.78137164057889,134239752.0,157159976838.2
2019-10-11,000001.SH,2954.8189,2973.6558,0.88018138551322,161203746.0,182747393140.5
2019-10-14,000001.SH,2993.9617,3007.8834,1.1510276340658,208614802.0,221201755725.0
2019-10-15,000001.SH,3005.6646,2991.0459,-0.5597790127104,155376904.0,169531932488.0
2019-10-16,000001.SH,2992.6103,2978.7124,-0.41234739995131,149885496.0,166791549362.3
2019-10-17,000001.SH,2979.9929,2977.3342,-0.046268313785517,122527614.0,136051252104.1
2019-10-18,000001.SH,2982.3417,2938.1413,-1.3163755684531,149990678.0,162018272294.3
2019-10-21,000001.SH,2933.8969,2939.6179,0.050256262351998,132475107.0,145685881220.2
2019-10-22,000001.SH,2945.6001,2954.3799,0.50217410909084,117482048.0,130381741175.0
2019-10-23,000001.SH,2952.9693,2941.6188,-0.43193835701359,123812881.0,139653650476.2
2019-10-24,000001.SH,2944.0067,2940.9215,-0.02370463501254,126540290.0,141667232980.1
2019-10-25,000001.SH,2940.4741,2954.9327,0.47642210103194,136860706.0,160224090643.7
2019-10-28,000001.SH,2958.686,2980.0498,0.85000582246763,173731481.0,198817012244.7
2019-10-29,000001.SH,2979.0365,2954.176,-0.86823381273695,166110058.0,195288081599.2
2019-10-30,000001.SH,2949.4631,2939.3209,-0.50285087956844,158798110.0,181529501311.8
2019-10-31,000001.SH,2944.8427,2929.0561,-0.34922352302535,161571483.0,181801937403.8
2019-11-01,000001.SH,2924.3402,2958.1992,0.99496557952578,159907373.0,175630839104.9
2019-11-04,000001.SH,2964.576,2975.4919,0.58456847665972,167248364.0,188710094728.1
2019-11-05,000001.SH,2977.7048,2991.5622,0.54008885051913,179891593.0,203691630168.5
2019-11-06,000001.SH,2992.0399,2978.5955,-0.43344243352186,165263547.0,183985236208.0
2019-11-07,000001.SH,2978.1531,2978.7144,0.003991814262794,136952678.0,155834877729.5
2019-11-08,000001.SH,2993.9773,2964.1849,-0.4877775459104,149742107.0,173867227160.0
2019-11-11,000001.SH,2949.9619,2909.9746,-1.8288434031224,157916105.0,166285140292.0
2019-11-12,000001.SH,2912.9956,2914.8232,0.16662001104751,129729154.0,139060726168.1
2019-11-13,000001.SH,2913.0197,2905.2409,-0.32874378109794,129765841.0,146943636679.9
2019-11-14,000001.SH,2907.7358,2909.8697,0.15932585831352,129145448.0,151576183392.5
2019-11-15,000001.SH,2911.35,2891.3431,-0.63668142941246,135519463.0,152576392736.1
2019-11-18,000001.SH,2889.5495,2909.2002,0.61760570718847,124433177.0,144677413724.4
2019-11-19,000001.SH,2904.2783,2933.9908,0.85214486098275,135417604.0,155770741258.1
2019-11-20,000001.SH,2928.1068,2911.0534,-0.78178159249853,137357530.0,158543195636.3
2019-11-21,000001.SH,2902.5529,2903.6379,-0.25473596602521,123458607.0,139851207904.3
2019-11-22,000001.SH,2906.2433,2885.2884,-0.63194863243796,158623365.0,180593829183.0
2019-11-25,000001.SH,2885.6133,2906.1688,0.72368502226675,178587429.0,174234583322.5
2019-11-26,000001.SH,2912.5209,2907.0602,0.03067268494521,170004663.0,165496766152.1
2019-11-27,000001.SH,2905.3959,2903.1947,-0.13296938260858,133862205.0,137449697225.6
2019-11-28,000001.SH,2902.3644,2889.6934,-0.4650497605276,119522468.0,122616545190.7
2019-11-29,000001.SH,2885.9744,2871.9813,-0.61294045935808,122612968.0,140371316361.6
2019-12-02,000001.SH,2874.4484,2875.8072,0.13321465568039,128755806.0,139351761451.8
2019-12-03,000001.SH,2869.8822,2884.6988,0.30918623473785,123778742.0,135278611915.1
2019-12-04,000001.SH,2876.9079,2878.1157,-0.22820753418001,125543653.0,135879221485.6
2019-12-05,000001.SH,2886.5164,2899.4685,0.74190207155328,143163096.0,159736592279.3
2019-12-06,000001.SH,2902.278,2912.0136,0.43266895294777,134128878.0,149507333320.7
2019-12-09,000001.SH,2914.4576,2914.4775,0.084611555385584,160796527.0,174546478213.6
2019-12-10,000001.SH,2908.9439,2917.3157,0.097382807038316,170123998.0,180617291473.5
2019-12-11,000001.SH,2922.602,2924.4173,0.24342925930162,165541087.0,175716091738.7
2019-12-12,000001.SH,2926.3416,2915.6983,-0.2981448646197,151760804.0,166044163439.4
2019-12-13,000001.SH,2937.7763,2967.6764,1.7826981618777,211978585.0,234036541442.8
2019-12-16,000001.SH,2970.9694,2984.3925,0.5632723298268,211862119.0,237666763217.2
2019-12-17,000001.SH,2985.2619,3022.4219,1.2742760880146,293032254.0,302090897470.6
2019-12-18,000001.SH,3021.4657,3017.0444,-0.17792023013066,244089691.0,259173631752.1
2019-12-19,000001.SH,3017.153,3017.0658,0.0007093034494166,208624264.0,220688292362.2
2019-12-20,000001.SH,3019.6395,3004.9376,-0.40198659240377,215075755.0,223305036014.2
2019-12-23,000001.SH,2999.0357,2962.7513,-1.4038993688255,205716617.0,218484273072.6
2019-12-24,000001.SH,2965.8258,2982.6806,0.67266192744562,163030250.0,167366667288.5
2019-12-25,000001.SH,2980.4276,2981.8805,-0.026824863513711,175654028.0,189608562667.7
2019-12-26,000001.SH,2981.2485,3007.3546,0.85429647499287,182440426.0,195586079127.4
2019-12-27,000001.SH,3006.8517,3005.0355,-0.077114285092957,247102779.0,258118739395.1
2019-12-30,000001.SH,2998.1689,3040.0239,1.1643256793472,248066530.0,267382994368.5
2019-12-31,000001.SH,3036.3858,3050.124,0.33223751958002,217429022.0,226763991349.5
2020-01-02,000001.SH,3066.3357,3085.1976,1.1499073480291,292470208.0,327197122605.8
2020-01-03,000001.SH,3089.022,3083.7858,-0.045760440109245,261496667.0,289991708381.5
2020-01-06,000001.SH,3070.9088,3083.4083,-0.012241446860546,312575842.0,331182549906.1
2020-01-07,000001.SH,3085.4882,3104.8015,0.69381664439315,276583111.0,288159227656.6
2020-01-08,000001.SH,3094.2389,3066.8925,-1.2209798275349,297872553.0,306517394459.2
2020-01-09,000001.SH,3082.6398,3094.8819,0.9126306187778,243435649.0,271716020902.2
2020-01-10,000001.SH,3102.2938,3092.2907,-0.083725327289544,210442462.0,241555668060.8
2020-01-13,000001.SH,3091.493,3115.5696,0.75280438543504,210621004.0,258524058004.8
2020-01-14,000001.SH,3120.6669,3106.8204,-0.28082184394147,229973769.0,271542441386.7
2020-01-15,000001.SH,3103.1749,3090.0379,-0.54018249654857,202313023.0,232913446655.7
2020-01-16,000001.SH,3095.7342,3074.0814,-0.51638525210321,203375475.0,236843360101.0
2020-01-17,000001.SH,3081.4641,3075.4955,0.046000733747648,190304299.0,242273045255.2
2020-01-20,000001.SH,3082.1134,3095.7873,0.65978961764047,210493341.0,271122455433.1
2020-01-21,000001.SH,3085.7895,3052.1419,-1.409831999763,234830739.0,286268098210.4
2020-01-22,000001.SH,3038.4868,3060.7545,0.28218216197615,223852865.0,278456923974.8
2020-01-23,000001.SH,3037.9524,2976.5281,-2.7518182199846,272763234.0,327490360408.2
2020-02-03,000001.SH,2716.6978,2746.6056,-7.7245197181239,215912103.0,257019597412.5
2020-02-04,000001.SH,2685.2693,2783.2875,1.3355357609407,364046200.0,374068466756.5
2020-02-05,000001.SH,2792.3713,2818.0878,1.2503307689198,309761823.0,349184114812.6
2020-02-06,000001.SH,2826.8851,2866.5097,1.7182537747759,316392142.0,358582589711.0
2020-02-07,000001.SH,2858.9324,2875.9636,0.32980526805822,309479642.0,362384162463.9
2020-02-10,000001.SH,2860.499,2890.4878,0.50502029997876,294929784.0,341520398250.7
2020-02-11,000001.SH,2894.5414,2901.6744,0.3870142610531,269168335.0,302956847206.3
2020-02-12,000001.SH,2895.5561,2926.8991,0.86931531670129,248733429.0,297534420493.4
2020-02-13,000001.SH,2927.1443,2906.0735,-0.71152435695512,274804844.0,334526327364.0
2020-02-14,000001.SH,2899.8659,2917.0077,0.37625338794769,250650627.0,308080368725.8
2020-02-17,000001.SH,2924.9913,2983.6224,2.2836655522027,313198007.0,367014340128.6
2020-02-18,000001.SH,2981.4097,2984.9716,0.045220199446138,311665913.0,374998562648.5
2020-02-19,000001.SH,2979.5223,2975.4019,-0.32059601505086,315141151.0,381331160420.5
2020-02-20,000001.SH,2981.8802,3030.1542,1.8401648530237,345732881.0,413761364103.0
2020-02-21,000001.SH,3022.2455,3039.6692,0.31401042230788,364557276.0,445062076684.3
2020-02-24,000001.SH,3027.8925,3031.2333,-0.27752690983611,370430044.0,451601363084.2
2020-02-25,000001.SH,2982.0696,3013.0501,-0.59986144913359,441622762.0,513128644550.9
2020-02-26,000001.SH,2978.4195,2987.9287,-0.83375314602303,469049552.0,495341447273.8
2020-02-27,000001.SH,2992.4919,2991.3288,0.11379454938131,350523658.0,395955641513.6
2020-02-28,000001.SH,2924.6407,2880.3038,-3.7115612299123,401216914.0,432657775045.3
2020-03-02,000001.SH,2899.31,2970.9312,3.146452815151,367333369.0,397244201180.3
2020-03-03,000001.SH,3006.8888,2992.8968,0.73935067900596,410108047.0,447053681543.7
2020-03-04,000001.SH,2981.806,3011.6657,0.62711484071218,353338278.0,389893917454.8
2020-03-05,000001.SH,3036.1545,3071.6771,1.9926315194943,445425806.0,482770471394.0
2020-03-06,000001.SH,3039.9395,3034.5113,-1.2099513975606,362061533.0,377388542662.4
2020-03-09,000001.SH,2987.1805,2943.2907,-3.0061051346225,414560736.0,438143854609.8
2020-03-10,000001.SH,2918.9347,2996.7618,1.816711478754,393296648.0,425017184790.9
2020-03-11,000001.SH,3001.7616,2968.5174,-0.94249733161975,352470970.0,378766618968.3
2020-03-12,000001.SH,2936.0163,2923.4856,-1.5169794861233,307778457.0,328209202377.8
2020-03-13,000001.SH,2804.2322,2887.4265,-1.2334283432078,366450436.0,393019665228.0
2020-03-16,000001.SH,2897.3009,2789.2537,-3.4000103552419,351878665.0,375627000794.2
2020-03-17,000001.SH,2796.284,2779.6407,-0.34464416055091,306149677.0,323012822799.1
2020-03-18,000001.SH,2792.3221,2728.7563,-1.8306106972746,291159852.0,318611391559.4
2020-03-19,000001.SH,2719.4063,2702.1296,-0.97578153094873,302302747.0,330518008489.8
2020-03-20,000001.SH,2727.0186,2745.6182,1.6094194741806,252019507.0,281583369664.4
2020-03-23,000001.SH,2677.591,2660.1674,-3.1122608380146,249820250.0,268423241973.7
2020-03-24,000001.SH,2703.0193,2722.4381,2.3408564438464,257021930.0,278999306643.2
2020-03-25,000001.SH,2775.3032,2781.5913,2.172802386214,273144466.0,293191204398.7
2020-03-26,000001.SH,2761.8961,2764.9109,-0.59967113069415,234084022.0,248279785000.7
2020-03-27,000001.SH,2792.9843,2772.2033,0.26374810124985,240764066.0,253630725892.3
2020-03-30,000001.SH,2739.7191,2747.2138,-0.9014310025531,239706604.0,250687144232.8
